nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
         1,-3.325332422E-03, 3.261021152E-02, 1.305615180E-03, 1.214251271E-03, 1.813326329E-01,-6.505478814E-05
         2,-3.096084576E-03, 3.144115582E-02, 1.767091104E-03, 9.412118234E-04, 1.788446009E-01,-2.187770151E-04
         3,-3.513075644E-03, 3.153482080E-02, 6.111129187E-04, 1.237667282E-03, 1.792965531E-01, 1.775861456E-04
         4, 2.674925840E-03, 4.092731047E-03, 2.313921694E-03,-1.163650863E-02, 2.472357750E-01,-1.007497869E-02
         5, 1.847356558E-03, 4.099606071E-03, 3.012239700E-03,-8.601304144E-03, 2.462311089E-01,-1.393057872E-02
         6, 2.308606170E-03, 5.684046075E-03, 2.684676554E-03,-7.066785824E-03, 2.395515144E-01,-8.222506382E-03
         7, 4.188202787E-03, 4.888379946E-02,-2.351151314E-03, 1.494769845E-02, 2.904126793E-02,-7.361270953E-03
         8, 4.596949555E-03, 5.002000183E-02,-1.433682279E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
         9, 3.915023059E-03, 5.002000183E-02,-2.782382071E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        10, 5.260713515E-04, 1.337045105E-03,-4.523352720E-03,-3.632876556E-03, 1.425747275E-01, 2.584956400E-02
        11, 4.926921683E-04, 1.337164664E-03,-4.243423697E-03,-5.064602010E-03, 2.058562934E-01, 3.659801930E-02
        12, 1.244881190E-03, 0.000000000E+00,-4.085744265E-03,-1.865149662E-02, 2.216209620E-01, 6.048943847E-02
        13, 1.327297417E-03, 0.000000000E+00,-4.355600569E-03,-2.046374232E-02, 1.826460958E-01, 6.600249559E-02
        14,-3.116265871E-03, 3.580663726E-02, 1.726112096E-03, 7.553217583E-04, 1.762549579E-01,-2.935327648E-04
        15,-2.397442702E-03, 3.622934222E-02, 2.637530677E-03, 6.965649081E-04, 1.734173298E-01,-1.386207412E-03
        16,-2.581542358E-03, 3.470217064E-02, 2.445062622E-03, 4.356545396E-04, 1.807699353E-01,-8.343138034E-04
