nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
         1,-3.325332422E-03, 3.261021152E-02, 1.305615180E-03,-3.739711610E-05, 6.808739901E-02, 5.703835996E-05
         2,-3.096084576E-03, 3.144115582E-02, 1.767091104E-03,-7.145440031E-05, 6.783798337E-02, 2.116972028E-04
         3,-3.513075644E-03, 3.153482080E-02, 6.111129187E-04, 2.038752064E-05, 6.771756709E-02, 4.712682494E-05
         4, 2.674925840E-03, 4.092731047E-03, 2.313921694E-03,-1.459136489E-03, 6.877569854E-02,-1.093670377E-03
         5, 1.847356558E-03, 4.099606071E-03, 3.012239700E-03,-1.138580730E-03, 6.874066591E-02,-1.587104518E-03
         6, 2.308606170E-03, 5.684046075E-03, 2.684676554E-03, 5.751364370E-05, 6.822513789E-02, 2.689702706E-05
         7, 4.188202787E-03, 4.888379946E-02,-2.351151314E-03, 4.002917558E-03, 1.517210621E-02,-1.975948224E-03
         8, 4.596949555E-03, 5.002000183E-02,-1.433682279E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
         9, 3.915023059E-03, 5.002000183E-02,-2.782382071E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        10, 5.260713515E-04, 1.337045105E-03,-4.523352720E-03,-1.006391481E-03, 3.831993788E-02, 7.169343997E-03
        11, 4.926921683E-04, 1.337164664E-03,-4.243423697E-03,-1.527987770E-03, 5.555310845E-02, 1.136211865E-02
        12, 1.244881190E-03, 0.000000000E+00,-4.085744265E-03,-6.481423508E-03, 6.174397096E-02, 2.122767270E-02
        13, 1.327297417E-03, 0.000000000E+00,-4.355600569E-03,-6.318166852E-03, 4.998152703E-02, 2.053716965E-02
        14,-3.116265871E-03, 3.580663726E-02, 1.726112096E-03,-2.514779953E-05, 6.775950640E-02,-1.391415426E-04
        15,-2.397442702E-03, 3.622934222E-02, 2.637530677E-03,-4.833913772E-05, 6.778916717E-02, 3.348605787E-06
        16,-2.581542358E-03, 3.470217064E-02, 2.445062622E-03, 5.740912093E-05, 6.818231940E-02,-7.561781331E-06
        17,-3.449845593E-03, 1.869735494E-02, 1.018349431E-03, 4.977338904E-05, 6.718296558E-02,-1.577523944E-04
        18,-3.557222895E-03, 1.745251380E-02, 5.163307069E-04, 6.184251833E-05, 6.737047434E-02,-2.832046994E-05
        19,-3.590460401E-03, 1.876369677E-02,-1.200725383E-04, 1.956518245E-04, 6.730306894E-02,-8.412982424E-05
        20, 1.401556307E-03, 5.002000183E-02, 4.599033389E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        21, 6.165841478E-04, 4.894083366E-02, 4.768176470E-03, 4.646918387E-04, 1.547229104E-02, 4.223475698E-03
        22,-9.409499035E-05, 5.002000183E-02, 4.805996548E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        23, 5.215071142E-04, 3.457235172E-02, 3.537255339E-03, 5.574161696E-05, 6.790817529E-02,-1.052192092E-04
        24,-5.828913418E-04, 3.440769017E-02, 3.524826607E-03, 1.256771357E-04, 6.773556769E-02, 2.579171814E-05
        25,-3.128042954E-05, 3.583377600E-02, 3.573507303E-03,-6.802110420E-06, 6.799120456E-02, 5.073478314E-05
        26, 4.146214633E-04, 3.722718358E-02, 3.550799331E-03,-1.251565700E-04, 6.766200811E-02,-7.892190297E-06
        27, 1.046922058E-03, 3.595386446E-02, 3.420297289E-03,-7.063338126E-05, 6.795878708E-02,-2.010761382E-04
        28, 1.141294342E-04, 3.316697478E-02, 3.574960632E-03, 1.103410250E-04, 6.798555702E-02,-1.156842045E-04
        29,-8.852524916E-04, 5.002000183E-02, 2.224084223E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        30,-4.974623444E-04, 4.905907810E-02, 3.614576533E-03,-2.059381921E-03, 6.565357745E-02, 1.381653268E-02
        31,-1.161921653E-03, 4.824740812E-02, 3.444171976E-03,-2.650131937E-03, 6.662341207E-02, 8.163272403E-03
        32,-1.190236304E-03, 5.002000183E-02, 3.430764191E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        33, 1.529209432E-03, 5.002000183E-02,-2.157248789E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        34, 1.594086178E-03, 4.893318564E-02,-3.249572590E-03, 6.009879988E-03, 6.656460464E-02,-1.181642618E-02
        35, 2.467271872E-03, 4.884391278E-02,-2.649972215E-03, 8.723595180E-03, 6.675117463E-02,-9.346503764E-03
        36,-1.058770227E-03, 3.310403600E-02, 3.411947051E-03, 9.911791130E-05, 6.786352396E-02,-8.407987480E-05
        37, 2.858289052E-03, 5.002000183E-02,-3.859602148E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        38, 3.277442884E-03, 4.884083942E-02,-3.510818817E-03, 2.900276566E-03, 1.467028540E-02,-2.883000299E-03
        39, 2.155178459E-03, 5.002000183E-02,-2.908770926E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        40, 1.867479412E-03, 1.334555564E-03,-4.152385984E-03,-3.139501438E-03, 3.831895813E-02, 6.531764753E-03
        41, 1.750130672E-03, 1.334645785E-03,-3.895478323E-03,-4.891779739E-03, 5.556277186E-02, 1.043272018E-02
        42,-2.621285152E-03, 3.065269813E-02,-2.458029194E-03, 9.596056043E-05, 6.706386805E-02,-1.149919044E-04
        43,-3.226252273E-03, 3.094475903E-02,-1.563789090E-03, 1.214075310E-04, 6.747232378E-02,-1.229545451E-04
        44,-3.139170585E-03, 2.938475832E-02,-1.749236719E-03, 5.370403233E-05, 6.717558950E-02,-9.215406862E-06
        45, 9.468322969E-04, 4.236971587E-02,-3.463463392E-03,-1.648063153E-05, 6.640938669E-02, 5.711305494E-05
        46, 3.931630927E-04, 4.351218417E-02,-3.572220448E-03, 1.015777743E-04, 6.626915932E-02, 7.368616934E-06
