nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
         1,-3.325332422E-03, 3.261021152E-02, 1.305615180E-03, 1.279096003E-03, 6.856780648E-01,-1.932092418E-04
         2,-3.096084576E-03, 3.144115582E-02, 1.767091104E-03, 1.864404534E-03, 6.801797748E-01,-5.375130568E-04
         3,-3.513075644E-03, 3.153482080E-02, 6.111129187E-04, 3.354493296E-03, 6.798841953E-01,-3.469717922E-04
         4, 2.674925840E-03, 4.092731047E-03, 2.313921694E-03,-2.100707777E-02, 7.642741203E-01,-1.830882020E-02
         5, 1.847356558E-03, 4.099606071E-03, 3.012239700E-03,-1.500307024E-02, 7.625281215E-01,-2.401953377E-02
         6, 2.308606170E-03, 5.684046075E-03, 2.684676554E-03,-1.196847949E-02, 7.622376680E-01,-1.504310593E-02
         7, 4.188202787E-03, 4.888379946E-02,-2.351151314E-03, 3.129964322E-02, 1.798956245E-01,-1.723674126E-02
         8, 4.596949555E-03, 5.002000183E-02,-1.433682279E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
         9, 3.915023059E-03, 5.002000183E-02,-2.782382071E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        10, 5.260713515E-04, 1.337045105E-03,-4.523352720E-03,-1.170751732E-02, 5.239827633E-01, 8.386691660E-02
        11, 4.926921683E-04, 1.337164664E-03,-4.243423697E-03,-1.392598171E-02, 6.990440488E-01, 9.494839609E-02
        12, 1.244881190E-03, 0.000000000E+00,-4.085744265E-03,-4.673047736E-02, 6.856144071E-01, 1.524471790E-01
        13, 1.327297417E-03, 0.000000000E+00,-4.355600569E-03,-6.080806628E-02, 5.912658572E-01, 1.952708066E-01
        14,-3.116265871E-03, 3.580663726E-02, 1.726112096E-03, 1.219700673E-03, 6.774367690E-01,-6.111830007E-04
        15,-2.397442702E-03, 3.622934222E-02, 2.637530677E-03, 1.080928952E-03, 6.767480969E-01,-5.429955199E-04
        16,-2.581542358E-03, 3.470217064E-02, 2.445062622E-03, 9.022640297E-04, 6.838109493E-01,-6.309502642E-04
        17,-3.449845593E-03, 1.869735494E-02, 1.018349431E-03, 5.496326368E-03, 7.013882399E-01,-1.196978614E-03
        18,-3.557222895E-03, 1.745251380E-02, 5.163307069E-04, 5.965734366E-03, 7.069174051E-01,-5.976523389E-04
        19,-3.590460401E-03, 1.876369677E-02,-1.200725383E-04, 5.504457280E-03, 7.010199428E-01, 3.862150479E-04
        20, 1.401556307E-03, 5.002000183E-02, 4.599033389E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        21, 6.165841478E-04, 4.894083366E-02, 4.768176470E-03, 2.797433175E-03, 1.837344468E-01, 3.339061886E-02
