nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
         1,-3.325332422E-03, 3.261021152E-02, 1.305615180E-03, 2.415597464E-06,-6.198662799E-03, 1.314057445E-04
         2,-3.096084576E-03, 3.144115582E-02, 1.767091104E-03, 9.100309398E-05,-6.284417119E-03, 2.123585546E-05
         3,-3.513075644E-03, 3.153482080E-02, 6.111129187E-04, 3.592338180E-05,-6.229817402E-03, 6.249368744E-05
         4, 2.674925840E-03, 4.092731047E-03, 2.313921694E-03,-7.851249538E-04,-4.753265064E-03,-6.628390402E-04
         5, 1.847356558E-03, 4.099606071E-03, 3.012239700E-03,-5.681512994E-04,-4.553999752E-03,-8.783037774E-04
         6, 2.308606170E-03, 5.684046075E-03, 2.684676554E-03,-2.594238322E-04,-5.230546929E-03,-3.361971758E-04
         7, 4.188202787E-03, 4.888379946E-02,-2.351151314E-03, 8.604689356E-05,-1.187057118E-03,-4.954274482E-05
         8, 4.596949555E-03, 5.002000183E-02,-1.433682279E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
         9, 3.915023059E-03, 5.002000183E-02,-2.782382071E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        10, 5.260713515E-04, 1.337045105E-03,-4.523352720E-03,-2.756129834E-05,-2.315803897E-03, 2.454684291E-04
        11, 4.926921683E-04, 1.337164664E-03,-4.243423697E-03,-7.548203575E-05,-2.912417520E-03, 6.531399558E-04
        12, 1.244881190E-03, 0.000000000E+00,-4.085744265E-03,-1.719178981E-04,-6.775981165E-04, 5.260600592E-04
        13, 1.327297417E-03, 0.000000000E+00,-4.355600569E-03,-8.182406600E-05,-7.182095433E-04, 2.272194688E-04
        14,-3.116265871E-03, 3.580663726E-02, 1.726112096E-03,-6.137302262E-05,-6.152877118E-03, 2.382992898E-05
        15,-2.397442702E-03, 3.622934222E-02, 2.637530677E-03, 2.515743108E-05,-6.367937662E-03, 2.496242269E-05
        16,-2.581542358E-03, 3.470217064E-02, 2.445062622E-03,-7.132209703E-06,-5.823726766E-03,-6.676753401E-05
        17,-3.449845593E-03, 1.869735494E-02, 1.018349431E-03,-3.863886377E-05,-6.455904804E-03, 4.514246029E-05
        18,-3.557222895E-03, 1.745251380E-02, 5.163307069E-04,-5.378136848E-05,-6.399503443E-03, 9.242100350E-05
        19,-3.590460401E-03, 1.876369677E-02,-1.200725383E-04,-2.670303547E-05,-6.351121236E-03, 2.141438745E-05
        20, 1.401556307E-03, 5.002000183E-02, 4.599033389E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        21, 6.165841478E-04, 4.894083366E-02, 4.768176470E-03, 3.432781523E-05,-1.163937850E-03, 9.942824545E-05
        22,-9.409499035E-05, 5.002000183E-02, 4.805996548E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        23, 5.215071142E-04, 3.457235172E-02, 3.537255339E-03, 6.632982695E-05,-6.091789342E-03,-4.557888678E-05
        24,-5.828913418E-04, 3.440769017E-02, 3.524826607E-03, 4.550820449E-05,-6.346537732E-03,-6.797817332E-05
        25,-3.128042954E-05, 3.583377600E-02, 3.573507303E-03, 2.253105777E-05,-6.176830269E-03, 6.034325634E-05
        26, 4.146214633E-04, 3.722718358E-02, 3.550799331E-03, 1.649260594E-05,-6.156048272E-03,-6.592943100E-05
        27, 1.046922058E-03, 3.595386446E-02, 3.420297289E-03, 9.044253238E-05,-6.023509894E-03, 9.702297575E-06
        28, 1.141294342E-04, 3.316697478E-02, 3.574960632E-03,-2.335331010E-05,-6.108273286E-03, 1.211924314E-06
        29,-8.852524916E-04, 5.002000183E-02, 2.224084223E-03, 0.000000000E+00,-1.000000000E+00, 0.000000000E+00
        30,-4.974623444E-04, 4.905907810E-02, 3.614576533E-03,-2.234850544E-04,-2.804280259E-03, 2.492584987E-03
