coord1,coord2,f1,f2,f3,f4,f5,f6,f7,f8
0.03428740690379783,0.0036652926085298417,-0.03421859070556418,-2.4126478937736955e-5,-0.002739209101939075,-0.04725102459310962,-4.910359431439025e-5,0.00018305930375033658,-8.66649884035404e-6,0.0
0.06857481380759566,0.007330585217059683,-0.03406730234795141,-4.922379628939357e-5,-0.005588642718043413,-0.04631436724858027,-0.00020030530188166535,0.0007467426693710318,-7.056864558590493e-5,0.0
0.10286222071139349,0.010995877825589525,-0.03380692549282488,-7.613063392555765e-5,-0.00864352091834026,-0.044716433174651585,-0.0004642727142047247,0.001730819117887633,-0.0002445545423194565,0.0
0.1371496276151913,0.014661170434119367,-0.0334280277661422,-0.00010540235725936607,-0.011966897329447508,-0.04242176049866705,-0.0008553306101404109,0.0031886917469749303,-0.0005979960918055812,0.0
0.17143703451898915,0.018326463042649205,-0.03292299678949995,-0.00013715132343687707,-0.015571528463330422,-0.03941755946958829,-0.0013862491123531574,0.0051679678610654384,-0.0012044216083443682,0.0
0.20572444142278698,0.02199175565117905,-0.032290436114761685,-0.00017093464163608885,-0.01940713053950291,-0.035740436263542445,-0.0020618627381680226,0.007686670649452515,-0.0021345505531059927,0.0
0.2400118483265848,0.025657048259708888,-0.03153818649115165,-0.00020577061154052143,-0.023362245833472597,-0.031491846113339786,-0.0028737913938563517,0.010713558934287095,-0.0034425947754257082,0.0
0.2742992552303826,0.029322340868238733,-0.030683127652176,-0.00024032606455513935,-0.02728551253404999,-0.026831374374944005,-0.0037989999619448137,0.014162757279677937,-0.005153441936328123,0.0
0.3085866621341805,0.03298763347676857,-0.029747460857847255,-0.00027321784620162816,-0.031019893663470167,-0.02194821311342307,-0.004803308583509365,0.017906842403013233,-0.0072571070273261375,0.0
0.34287406903797835,0.036652926085298417,-0.028753329656576457,-0.00030329320713046604,-0.03443451137923212,-0.01702475439917199,-0.005848054181873397,0.021801677485093228,-0.009712728347368445,0.0
0.3771614759417761,0.040318218693828255,-0.02771847058010538,-0.00032977430358000544,-0.03744105288952,-0.012209706322004648,-0.006896452957709299,0.025710131694930825,-0.01245856842031241,0.0
0.41144888284557396,0.0439835113023581,-0.026654452842817807,-0.0003522486230082911,-0.03999268342360074,-0.007609155027710427,-0.007917171057067145,0.029515391720451357,-0.015422058936557452,0.0
0.44573628974937174,0.04764880391088794,-0.025567286315713582,-0.0003705678451543094,-0.042072563383374346,-0.003292333671000916,-0.008884845788413491,0.03312290487733073,-0.018526004705893048,0.0
0.48002369665316963,0.05131409651941778,-0.024459231714148915,-0.0003847315536569173,-0.04368064549710815,0.0006963520151419874,-0.00977879131027044,0.03645555388341313,-0.021690550396317003,0.0
0.5143111035569675,0.05497938912794763,-0.02333076536969472,-0.00039480108942735936,-0.04482389412885903,0.004325905953470042,-0.010581275224819824,0.03944723196091465,-0.02483256513258373,0.0
0.5485985104607652,0.058644681736477466,-0.02218221654010358,-0.00040085460522832185,-0.045511182382704955,0.007570959278971313,-0.011276212902243118,0.04203797524820449,-0.027864385834981475,0.0
0.5828859173645631,0.0623099743450073,-0.021015052195859855,-0.00040297695709704505,-0.04575214442160357,0.010407953870972824,-0.011848618505287,0.04417191620704186,-0.030693459208037774,0.0
0.6171733242683609,0.06597526695353714,-0.01983294160679028,-0.0004012750014757084,-0.04555891223297867,0.012814722167106937,-0.01228492450301528,0.04579847477702743,-0.033224180387364605,0.0
0.6514607311721589,0.069640559562067,-0.018642629495469132,-0.00039591022709512544,-0.04494982050222594,0.01477294620492837,-0.012574205042613333,0.0468769191331972,-0.03536313227098124,0.0
0.6857481380759567,0.07330585217059683,-0.017454414747657396,-0.00038713904198578713,-0.043953980614104306,0.016272929789402174,-0.012710167489709701,0.047383790193122964,-0.037028314058519606,0.0
0.7200355449797544,0.07697114477912667,-0.01628186909548299,-0.0003753456097149374,-0.04261500872755082,0.01731942103027384,-0.012693392921682584,0.047321254226336214,-0.03816120929779384,0.0
0.7543229518835523,0.08063643738765651,-0.015140543597773904,-0.0003610488341969421,-0.040991818798839987,0.01793622621314626,-0.012532895294923725,0.04672291546494669,-0.03873813715377249,0.0
