xcoord,ycoord,zcoord,eig1,eig2
-0.0033200427443973706,0.03591787660658812,0.001304383849021953,-0.0,0.5413275169216664
-0.0030941751371833357,0.0343168786662394,0.0017664155502690089,0.0,0.41552080021713883
-0.0035124615012229366,0.03443912610897553,0.0006094146724172424,0.0,0.42525704636350903
-0.003115081991757341,0.03840410405662628,0.0017251072833924918,-0.0,0.7846635540194483
-0.002404544061099436,0.03864398933805001,0.002643262157343025,-0.0,0.8149960553333002
-0.0025803803966888803,0.03717939860812711,0.0024447229785240004,-0.0,0.6817077460658213
-0.003439719522471771,0.021480783623143145,0.0010152334559666307,0.14467476346274397,0.0
-0.003543735815963501,0.020430490921328457,0.0005145738488789531,0.25247070330782034,0.0
-0.00358140478703506,0.02161224294264015,-0.00011907822847372654,0.14456359019847204,0.0
0.0005240086394424059,0.037407669609682545,0.003542372711248585,-0.0,0.684167964442891
-0.0005838637777709531,0.037355980398378306,0.003533920392529577,-0.0,0.6747929036677204
-3.100977251972832e-5,0.03867543567367185,0.003574122624633369,-0.0,0.7970998890947047
0.0010477438684952038,0.0387922502196996,0.00341996048460575,-0.0,0.8076025618373973
0.00011490397075190595,0.036056658356510965,0.003583409702885346,-0.0,0.5655642733788375
-0.0010579421112952435,0.035663198105688375,0.0034115348389888106,-0.0,0.5417697491686168
-0.0026223875921347717,0.033395898351668604,-0.002459704418307868,0.0,0.3430254279823089
-0.0032255743377224907,0.03350209665262089,-0.001565297859435793,0.0,0.36084423491852147
-0.0031371604212604835,0.031890386173503954,-0.001747476810897335,0.0,0.21513967873713577
-0.0031763946573968907,0.027942212692213746,0.0016815977053184058,0.0,0.0
-0.0033012052842450166,0.02956521340916284,0.0014197111678134963,0.0,0.00999868651940095
-0.0028198602219002837,0.028977325871484043,0.0022453017618529986,0.0,0.0
0.003214331276285341,0.03197936519376237,0.0015996058979597858,0.0,0.21593176174694637
0.0028857107660085132,0.03324171889572618,0.0021149460480962634,0.0,0.3291775065273842
0.0034429614146829495,0.033495023623806755,0.000952449336317775,0.0,0.34997706499153397
-0.003504630685222107,0.028094865695669952,-0.0008669991091510947,0.0,0.0
-0.0035960400984243316,0.028096042782906647,0.0001087733672258981,0.0,0.0
-0.0035933667885090447,0.026958775537795562,-0.00017870213437540586,0.0,0.0
-0.00274303964829585,0.033008957315424664,0.002283581658349003,0.0,0.2980937475488023
-0.0033117182184302313,0.03286995951438779,0.0013302047595020166,0.0,0.288293190986356
-0.0034702198433098196,0.026950474108269774,0.0009364095787041962,0.0,0.0
0.0035137935118453693,0.038561554541529736,-0.0006955829687649449,-0.0,0.7911791919193493
-0.0019376896771897479,0.03848347083552558,0.0030083703487959854,-0.0,0.7772265444938253
-0.0016332893473791196,0.03712930766973866,0.0031701749633820274,-0.0,0.6673161842943321
-0.0035195426332071495,0.02857365739365894,0.0007459083982154332,0.0,0.0
-0.0009016151843045972,0.02580051218193922,0.003487999165212658,0.0,0.0
-0.001554601099447526,0.026991934656546656,0.0032443551895860556,0.0,0.0
-0.00032315451196795553,0.02678737036780883,0.003585860888284805,0.0,0.0
-0.0035674355970332448,0.036852450227095136,0.00013918493658782985,-0.0,0.6443220874175082
-0.003300300870389686,0.036718621395614465,0.0013310130266363993,-0.0,0.6359484476393465
-0.0035112323864856915,0.035814264116522214,0.0006625789530177765,-0.0,0.5453080533854696
-0.0019693145900501027,0.02889761535961039,0.0029985993799363786,0.0,0.0
-0.002462739456916813,0.027606740612691062,0.002616800596182324,0.0,0.0
-0.0028232691570579758,0.035568447507901245,0.0021773960545128377,-0.0,0.5326761273044985
-0.002150129268281624,0.03073201876177533,0.000898933041243756,0.0,0.09844705839349896
-0.0017030707711597312,0.028602010929172195,0.0015133018729885162,0.0,0.0
-0.0024038580121539697,0.028947560939407948,-6.591701773745784e-5,0.0,0.0
-0.002411365794295556,0.03440329585637383,0.0026313832395579695,0.0,0.42448861384145725
-0.002325057307273845,0.026388534817431152,0.0008919949873901277,0.0,0.0
-0.0030431221594025845,0.03066334588605629,-0.0019171817945755857,0.0,0.10206475518349419
-0.0025100322652203085,0.03156722765045603,-0.0025799938028976083,0.0,0.19523126231574645
-0.0004469204392989568,0.03454873459773036,0.003546569286860141,-0.0,0.43818235924354365
-0.003602473488228099,0.029337266478932096,-0.0002695842200778542,0.0,0.0
0.0035690893907871853,0.038560296259998295,0.0002850396276909462,-0.0,0.7943267819938541
0.0035669318223404533,0.03729882744302923,-0.00029028763173329433,-0.0,0.6755857010880036
-0.003038484558534632,0.031813160452189855,0.001883067568282748,0.0,0.17972430431700498
-0.0022857864408647732,0.03140879529623458,0.002750778726870645,0.0,0.1717825551963278
0.0034940252548256927,0.037469518927019656,0.0007425806107630208,-0.0,0.6942658233346037
-0.003399029338387994,0.024260771910022773,-0.0011557243783810454,0.0,0.0
-0.003542533274433763,0.025616591778070765,-0.0006237258805295692,0.0,0.0
-0.0035935980931330216,0.024206561290464557,4.087423715975354e-5,0.0,0.0
-0.0026034471638590505,0.03015007638321898,0.0024596274968436515,0.0,0.0501354883056446
0.003546653696440099,0.035853949143685095,0.0004705571681314125,-0.0,0.5523928386181076
-0.0007782074699120818,0.02841841295222442,0.003514707018453925,0.0,0.0
-0.0020533520079220676,0.035846023944102794,0.0029193642675221505,-0.0,0.5478555156832919
-0.003562922962497504,0.032783206848564395,0.0002624058846399274,0.0,0.275065924230295
0.0028536962919392906,0.02018878319051532,0.002180030196831943,0.2759582892362329,0.0
0.0024912527816778117,0.02169342941829913,0.0025876661206483994,0.1427950533902772,0.0
0.0031964087729604755,0.021396206444148504,0.0016370547800807888,0.16116163751436696,0.0
0.003536697836572318,0.021571800061259434,0.0006177488605642545,0.15247382769614562,0.0
0.0035809553716641455,0.020321738606005158,0.000176748191754684,0.26543593627284334,0.0
0.003410157591531394,0.020055804589701524,0.0011149724955457638,0.29811797286091996,0.0
0.0035740280836579997,0.0339274809700657,-0.0002230672354955972,0.0,0.40317089736724265
-0.0034621410656837438,0.031198690134914164,0.0009090987588064579,0.0,0.14394134366613506
-0.003546026261101577,0.030120852506132605,0.0005698401688609786,0.0,0.040077190056399876
-0.003584401841860056,0.03077398440291249,-6.856718249596251e-5,0.0,0.12451604253234282
0.0023561502318518793,0.013833611678267979,0.00042071008703661265,0.8316580019954566,-0.0
0.0031882983525023134,0.03467642329820584,0.0016220861014668722,-0.0,0.4617539610597063
-0.0016885862038200495,0.031476304082063825,-0.003189179555148377,0.0,0.16995784658614457
-0.0017561101249797177,0.032931126327972196,-0.0031401133329065577,0.0,0.30397881800631643
0.0024116452654018706,0.016151491662113264,-0.00046728479148261105,0.6331993421758071,-0.0
0.0016377033502375747,0.01692271945958876,-0.001954801600485091,0.5484768860748942,-0.0
0.0023170839546140572,0.01782540674158284,-0.0002094198478826046,0.4854731680200458,-0.0
0.0023727136738762897,0.019132343187958208,0.0006905379134369438,0.355137982551737,0.0
0.002067421223654907,0.01741263919724787,0.0015319446629165363,0.5227491172357335,-0.0
0.0019754921745348667,0.018662496555980075,-0.0013621445882804068,0.4058805816341218,0.0
-0.0029116011244470683,0.038887372062175,-0.0021057657000886475,-0.0,0.8251700857868449
-0.0022206037100975136,0.03855309609346077,-0.002838543318599894,-0.0,0.7991509830083541
-0.002453523680090746,0.03970218165819924,-0.0026319949113078086,-0.0,0.9147511899384734
0.002494868178629263,0.02096286809307366,-0.00017291521307065852,0.19181234922283813,0.0
0.002102172179921844,0.020837413094303977,0.001263860002923456,0.22472301815066362,0.0
0.002402692212303987,0.01992332643558006,-0.0010348853542013904,0.2897574736546358,0.0
-0.000429217642497095,0.013765117071016374,0.0024376664292735787,0.8462387645091507,-0.0
-0.0021157354987773624,0.013271754172183917,0.001213651494587654,0.8708143055407063,-0.0
-0.0022855441806666635,0.030606463265839535,-0.000990418522827654,0.0,0.08224540329061378
0.0016105205016270284,0.01365039649968174,0.0018851928094606007,0.8462193762447273,-0.0
0.00029859511183676345,0.023803685876431165,0.0026905641407212284,0.0,0.0
-0.0012210927502983096,0.02376618546665382,0.0022750736909619186,0.0,0.0
-0.0005771089114964417,0.02149908129273393,0.0024769114831950053,0.15298526233134266,0.0
-0.0019238118631046523,0.013488027563694565,-0.0011150018815654149,0.8602605609950954,-0.0
-0.0011434411609942902,0.029588484365154606,0.0022315968170723097,0.0,0.002194859035425764
-0.0010882865713151921,0.032511193917930725,-0.002338957555153196,0.0,0.2546708890026233
-0.0017378877386768677,0.030998804750019298,-0.0020431985974860407,0.0,0.12925163015196034
0.00019312080340424672,0.030239976305816284,-0.0023563485493424945,0.0,0.061179004559013136
-0.0006475590534786509,0.014607405133459865,-0.0023459546823046684,0.7518492228827429,-0.0
-0.0011746969747346945,0.016083518603719458,-0.0021805784290710156,0.6312762004078489,-0.0
0.0006245282656317018,0.01575251632469489,-0.0024656778087885018,0.6623498095343413,-0.0
0.0016419751501475684,0.01627061512228232,0.0017294300443078873,0.6178969541447736,-0.0
0.0009766182864850506,0.01752369664891053,0.002457683098218035,0.5094253034297695,-0.0
0.00012830726434479877,0.016091889186444504,0.00252394568316775,0.6264961202930717,-0.0
0.00015428308376357752,0.018835957014494017,0.0025454639853667756,0.40127982590489714,0.0
0.0015412578503658475,0.01987664712842172,0.0022249116354664564,0.3235091520262835,0.0
-0.0021301922451645128,0.03252330435144132,0.0010389537589190112,0.0,0.2520778794969656
-0.0007169198710732608,0.032701226419359686,0.0023204888779436226,0.0,0.26604636291673384
-0.0011900689252381507,0.03127025725819287,0.0022105823455581724,0.0,0.14324413795491175
-0.0022136405523479914,0.03776748447605071,0.0008377322346991456,-0.0,0.7230665915066005
-0.0024040194351208845,0.03779391533196862,-0.000978336692984358,-0.0,0.7156986282678138
-0.00258376213944676,0.03565952986366931,0.00022072719473350234,-0.0,0.5491327079629775
0.002080683099069318,0.0223701086993242,0.0010785169732074203,0.08947289336238683,0.0
-0.0018290169619154086,0.034115116641886066,-0.0015757701107939881,0.0,0.40454210457490986
-0.00045709233356144364,0.03449090218450422,-0.0024956739653757263,-0.0,0.42896222262673184
-0.0016698650498398863,0.03608322461472148,0.0016623870735741103,-0.0,0.5850704032386175
-0.002235131349515432,0.03291386934889093,-0.0009830446330098583,0.0,0.29446657847710456
0.0016464269433470844,0.021208384743808862,-0.002103453092950732,0.16846904702296764,0.0
-0.00248436935402901,0.022367534152749422,-0.00020311381546234825,0.08049688744154286,0.0
-0.002564090158114023,0.020930056506335677,0.0003615704222269298,0.2048263887835997,0.0
-0.0019295057333888954,0.022314805502367578,0.0016684128657546127,0.09121810422811873,0.0
-0.0019522424922001165,0.02098860769585757,-0.0013055850848345079,0.20505272885629985,0.0
