xcoord,ycoord,eig1,eig2
0.0,0.0,-0.0,0.6469110363250982
0.8748682841824866,0.0,0.0,0.0
0.8751537429550346,0.0,0.0,0.0
0.8750779113074638,0.0,0.0,0.0
0.8752211034544567,0.0,0.0,0.0
0.874646140720726,0.0,0.0,0.0
0.8751850374755001,0.0,0.0,0.0
0.8749907654435097,0.0,0.0,0.0
0.8746175185005592,0.0,0.0,0.0
0.8735612694001288,0.0,0.0,0.0
0.8753340203690321,0.0,0.0,0.0
0.8744721451032064,0.0,0.0,0.0
0.8746029400730482,0.0,0.0,0.0
0.8754874139371354,0.0,0.0,0.0
0.8744966416605977,0.0,0.0,0.0
0.8747634650079618,0.0,0.0,0.0
0.8751566443827028,0.0,0.0,0.0
0.8752461322509699,0.0,0.0,0.0
0.8750678123996339,0.0,0.0,0.0
0.8754032419145681,0.0,0.0,0.0
0.874922250958763,0.0,0.0,0.0
0.8753766499070716,0.0,0.0,0.0
0.8749086597369224,0.0,0.0,0.0
0.8746453820158783,0.0,0.0,0.0
0.8746120106490869,0.0,0.0,0.0
0.8746471488323815,0.0,0.0,0.0
0.8751979871917714,0.0,0.0,0.0
0.8746895164429771,0.0,0.0,0.0
0.8748409383685037,0.0,0.0,0.0
0.8749331520343205,0.0,0.0,0.0
0.8753924840849667,0.0,0.0,0.0
0.8747290578989003,0.0,0.0,0.0
0.8747382817975548,0.0,0.0,0.0
0.8751692336994237,0.0,0.0,0.0
0.8754786814827462,0.0,0.0,0.0
0.8754872695053004,0.0,0.0,0.0
0.8754995145500539,0.0,0.0,0.0
0.8756075707496662,0.0,0.0,0.0
0.8754187648117514,0.0,0.0,0.0
0.9999999999993011,0.0,0.0,0.0
0.0,6.394217616313252e-8,-0.0,0.6463495581834887
0.09396612432452585,0.5652549804481847,0.0,0.0
0.29118301400089963,0.9044552165954985,0.0,0.0
0.7245963479641273,0.9487596332331758,0.05553211934217523,0.0
0.8852921269478966,0.9197853903223432,0.10348992199061754,0.0
0.9333823971041116,0.8861910815372964,0.13438694830689635,0.0
0.9542211911932332,0.861117474464269,0.13970185556464565,0.0
0.9648255352526581,0.8402276212751483,0.14120810672712686,0.0
0.9709419889182476,0.8305037911189822,0.1398152919568596,0.0
0.9747578188326571,0.8209084260206829,0.1409057832062482,0.0
0.9772117566652834,0.8085634481049252,0.14567234789654893,0.0
0.9802840456222701,0.7915195758974091,0.14712785599184028,0.0
0.9817929998115883,0.7623020693842129,0.1586512035164503,0.0
0.9828838450932162,0.7315629178503994,0.1689570911635217,0.0
0.9827830199459958,0.6887417527087139,0.18325047623335153,0.0
0.9815676840254137,0.6405856459179488,0.19678830385550528,0.0
0.9786151001793834,0.5926164177594917,0.20918168888602603,0.0
0.9711234941077808,0.5494693616897481,0.22789433204808837,0.0
0.96388369563912,0.5142347767094764,0.24217485038955552,0.0
0.9533684864553436,0.4868306534852486,0.260498742600611,0.0
0.9417781869864712,0.4664379188542586,0.27717553591740623,0.0
