xcoord,ycoord,eig1,eig2
0.0,0.0,-0.0,0.6469110363250982
0.6118299416367419,0.0,0.0,0.0
0.6137870880743529,0.0,0.0,0.0
0.6144694748561786,0.0,0.0,0.0
0.6148151954750769,0.0,0.0,0.0
0.6150352647000558,0.0,0.0,0.0
0.6149926032086738,0.0,0.0,0.0
0.6152870261124462,0.0,0.0,0.0
0.6153758733920399,0.0,0.0,0.0
0.6154344990788729,0.0,0.0,0.0
0.6155019224184072,0.0,0.0,0.0
0.6155479291788658,0.0,0.0,0.0
0.6155931169527482,0.0,0.0,0.0
0.6156419995078862,0.0,0.0,0.0
0.6156688749235097,0.0,0.0,0.0
0.6157028234950049,0.0,0.0,0.0
0.6157370776602873,0.0,0.0,0.0
0.6157609654867584,0.0,0.0,0.0
0.6157946273721568,0.0,0.0,0.0
0.6158192053940201,0.0,0.0,0.0
0.6158467459077902,0.0,0.0,0.0
0.6158749203223138,0.0,0.0,0.0
0.6159025255332968,0.0,0.0,0.0
0.6159327133852137,0.0,0.0,0.0
0.6159644212276231,0.0,0.0,0.0
0.6159976226278286,0.0,0.0,0.0
0.6160330407024465,0.0,0.0,0.0
0.6160724704819954,0.0,0.0,0.0
0.6161160072395482,0.0,0.0,0.0
0.616169270546089,0.0,0.0,0.0
0.6162267887075902,0.0,0.0,0.0
0.616296596841399,0.0,0.0,0.0
0.6163841235385759,0.0,0.0,0.0
0.6164993659409415,0.0,0.0,0.0
0.6166595044895798,0.0,0.0,0.0
0.6168915789141898,0.0,0.0,0.0
0.6172750319090774,0.0,0.0,0.0
0.6180639406597929,0.0,0.0,0.0
0.6204142045183334,0.0,0.0,0.0
0.9999999999962418,0.0,0.0,0.0
0.0,9.541567500902711e-6,-0.0,0.6463495581834887
0.5890886124079543,0.16930191857335702,0.0,0.0
0.44306176492035154,0.5170398199804463,0.0,0.0
0.3596575982214891,0.7184267372195555,0.05553211934217523,0.0
0.3489564915893648,0.8177113514131286,0.10348992199061754,0.0
0.3598341176034872,0.8743530562576952,0.13438694830689635,0.0
0.3752527759384146,0.9087307452567362,0.13970185556464565,0.0
0.3914762461959925,0.930704336932018,0.14120810672712686,0.0
