xcoord,ycoord,eig1,eig2
0.0,0.0,-0.0,0.6469110363250982
0.9592811634206135,0.0,0.0,0.0
0.9595334645820577,0.0,0.0,0.0
0.959491283404947,0.0,0.0,0.0
0.9593719786984698,0.0,0.0,0.0
0.9598445269412088,0.0,0.0,0.0
0.9593699400621883,0.0,0.0,0.0
0.9595541707483836,0.0,0.0,0.0
0.9597820055222113,0.0,0.0,0.0
0.9605373881363028,0.0,0.0,0.0
0.9593777363709178,0.0,0.0,0.0
0.9598744921377165,0.0,0.0,0.0
0.9598317626775263,0.0,0.0,0.0
0.9595824131781254,0.0,0.0,0.0
0.9599329621211907,0.0,0.0,0.0
0.9597949728539982,0.0,0.0,0.0
0.9595685575926413,0.0,0.0,0.0
0.959454405592249,0.0,0.0,0.0
0.9596884233984,0.0,0.0,0.0
0.9593944388874538,0.0,0.0,0.0
0.9596993674248804,0.0,0.0,0.0
0.9593859244367726,0.0,0.0,0.0
0.9597051450647461,0.0,0.0,0.0
0.9598461017189717,0.0,0.0,0.0
0.9598908849973362,0.0,0.0,0.0
0.9598710201773669,0.0,0.0,0.0
0.9595251372220138,0.0,0.0,0.0
0.9598350798176105,0.0,0.0,0.0
0.9597601250135093,0.0,0.0,0.0
0.9597800100878904,0.0,0.0,0.0
0.9593975390291404,0.0,0.0,0.0
0.9598240385000794,0.0,0.0,0.0
0.9598203163925463,0.0,0.0,0.0
0.9596081780030529,0.0,0.0,0.0
0.9594239086935075,0.0,0.0,0.0
0.9594314730584198,0.0,0.0,0.0
0.9594731384999629,0.0,0.0,0.0
0.9594592719719259,0.0,0.0,0.0
0.9598332702858168,0.0,0.0,0.0
1.0000000000023073,0.0,0.0,0.0
0.0,5.173120448833357e-9,-0.0,0.6463495581834887
0.020182954662582627,0.4765235303065122,0.0,0.0
0.6887094308765086,0.9373168819966172,0.0,0.0
0.9299940898221396,0.7771356281743453,0.05553211934217523,0.0
0.9460774019180377,0.6524490474712364,0.10348992199061754,0.0
0.9443763756956591,0.5932478524159304,0.13438694830689635,0.0
0.9478368989356657,0.5656342113405637,0.13970185556464565,0.0
0.9512508132148871,0.5484137935412217,0.14120810672712686,0.0
0.9554485089729787,0.54108967255318,0.1398152919568596,0.0
0.9577528063495311,0.5350354121739853,0.1409057832062482,0.0
0.9574228864683627,0.528131044649995,0.14567234789654893,0.0
0.9586944070969158,0.5190064056856275,0.14712785599184028,0.0
0.9539186432749696,0.5065282133881558,0.1586512035164503,0.0
0.9491680804505928,0.49537278265392587,0.1689570911635217,0.0
0.9391319770899017,0.4826290674880987,0.18325047623335153,0.0
0.9252236425868285,0.4706629118962748,0.19678830385550528,0.0
0.9059647067402595,0.4609854746315887,0.20918168888602603,0.0
0.868237412949104,0.4540411335663675,0.22789433204808837,0.0
0.8354786804472882,0.4498506327325108,0.24217485038955552,0.0
0.7920268818319564,0.44910376330663204,0.260498742600611,0.0
0.7477281756072678,0.4509196683295371,0.27717553591740623,0.0
0.7053525252517436,0.4544978932517902,0.2913521166126759,0.0
0.6641695793130535,0.4595986000707136,0.3049057193014438,0.0
0.6272294028318376,0.4651110000116357,0.3175451985816848,0.0
0.5975266002011625,0.4704662359978261,0.3291956834646395,0.0
0.5761572554210987,0.4750559518789299,0.34064285267252004,0.0
0.5647200309844322,0.4783053662607159,0.35008125761657183,0.0
0.5647682026218569,0.47985080277565,0.3574400888213425,0.0
0.5732555675823516,0.4803104006221342,0.36351942527595316,0.0
0.5910057857818013,0.479685450540682,0.3682065684250636,0.0
0.6226168492564977,0.47792793926172483,0.3707899489832428,0.0
0.6721384974341746,0.474720748813349,0.3675806790738743,0.0
0.729583051648329,0.4741286596834997,0.3571496128218091,0.0
0.7883836261271759,0.4805432967354835,0.3399605186704828,0.0
0.8494836822451157,0.49973869815562494,0.31019537255739843,0.0
0.9024573383648474,0.5527943070968965,0.2634017209532436,0.0
0.9294087242355515,0.699881937038944,0.1925053431123531,0.0
0.6953497053962505,0.9336049678049679,0.024890383881334684,0.0
0.029272112048134877,0.37241856138091256,0.0,0.0
1.0,0.0003156143914804536,0.0,0.0
0.0,2.699082546421439e-8,-0.0,0.6458780709096751
0.1373661412945424,0.8897959603478633,0.0,0.0
0.9181744758236178,0.8252382055058309,0.011508393227255921,0.0
0.9523487975369823,0.6706027153817429,0.0780833518411619,0.0
0.9587235101073486,0.6280955825414388,0.09308288994713754,0.0
0.9709445947442704,0.6330834075268165,0.06786793136305812,0.0
0.9800256805382318,0.6773148558144764,0.042571137107665864,0.0
0.9847426368703922,0.7439847998948459,0.036505778599572915,0.0
0.9860070510726849,0.815957731797058,0.025502119601783873,0.0
0.9845783594990405,0.8717897002227853,0.016077649133979903,0.0
0.9828271096616934,0.9049659429740973,0.010409376266084623,0.0
0.9821365711112807,0.9198161612440904,0.00914219947027584,0.0
0.9844523036799464,0.9188773522409824,0.014222609056644499,0.0
0.989717189791915,0.8944691558301912,0.027995104205101283,0.0
0.9931255302361611,0.8165049498623085,0.04995675507469884,0.0
0.9925281694329885,0.6538080257454074,0.07357731051455065,0.0
0.9818814701295956,0.5213666891201139,0.09210327927646966,0.0
0.9468715371573142,0.46337502676942127,0.16573616109405767,0.0
0.8776106991793278,0.4418735536423954,0.20261468296014365,0.0
0.7646829713763723,0.4416785223537073,0.23591872576339093,0.0
0.6576334647548753,0.4517566843330406,0.2563061044471905,0.0
0.5485590440894041,0.46861319532229473,0.2682346212853285,0.0
0.45806976195024696,0.4850761462978439,0.2755730829721932,0.0
0.38372822996773137,0.4994955794498113,0.28857874076594187,0.0
0.32856569168409794,0.5114491680481127,0.31485608230386297,0.0
0.28972667808084934,0.5216564720461048,0.3356015379713895,0.0
0.27075500415570425,0.5278380058664675,0.3438772002389827,0.0
0.2599452498844782,0.5334830263947106,0.3508931392008299,0.0
0.26020335272687434,0.5367688433739877,0.3595106817169159,0.0
0.2709390195122139,0.5375917287773045,0.3704146519722035,0.0
0.29552810045834604,0.5346647203257404,0.3824817029469842,0.0
0.3341107978561835,0.5290409730981157,0.393528659385197,0.0
0.3981541231939026,0.5185471678133574,0.40083315430839317,0.0
0.4919729536087031,0.5025686492745722,0.4029875974950665,0.0
0.612296494599317,0.486264540658238,0.3987042209075062,0.0
0.7489415455527175,0.4818983082554981,0.37291980020422777,0.0
0.8689639419217492,0.5215246576681135,0.3067331389749711,0.0
0.9248379127154482,0.7281042118845651,0.1953365500362154,0.0
0.09267914541620613,0.8538740134225123,0.0,0.0
1.0,0.0006344320651361401,0.0,0.0
0.0,2.6122169365060392e-8,-0.0,0.6455279641823991
0.40002084310400693,0.9403105134818933,0.0,0.0
0.9424804114128686,0.7612820818084881,0.02823306377330525,0.0
0.9633057002069434,0.6790419648219591,0.052596358762210416,0.0
0.9741172334836798,0.7156811319864832,0.022446467484627947,0.0
