nodenumber,    x-coordinate,    y-coordinate,    z-coordinate
       418, 3.949360177E-02,-1.564523554E-03,-1.949939993E-03
       419, 4.423044249E-02, 1.566933235E-03,-1.948004123E-03
       420, 4.300332442E-02,-1.571797649E-03,-1.944081276E-03
       421,-7.492899895E-03,-1.578186289E-03,-1.938898582E-03
       422, 5.049141869E-02,-1.578581636E-03,-1.938576810E-03
       423, 1.501683518E-02,-1.014600741E-03,-1.938470523E-03
       424,-2.433228074E-03, 1.579859294E-03,-1.937535708E-03
       425,-1.534479787E-03,-1.582532888E-03,-1.935352688E-03
       426, 4.965237156E-02, 1.590596279E-03,-1.928731101E-03
       427,-5.582760088E-03,-1.592342160E-03,-1.927289995E-03
       428, 3.818841651E-02,-1.593642752E-03,-1.926214667E-03
       429, 4.085651040E-02,-1.598699251E-03,-1.922019990E-03
       430, 2.804707363E-02,-1.116713742E-03,-1.920498325E-03
       431, 5.365784466E-02,-1.606337959E-03,-1.915640431E-03
       432,-1.065716986E-02,-1.607579994E-03,-1.914598281E-03
       433,-6.594410166E-03, 1.614907640E-03,-1.908421633E-03
       434, 4.834861308E-02, 1.615462708E-03,-1.907951897E-03
       435, 2.822849713E-02, 1.238386612E-03,-1.907428727E-03
       436,-5.220714957E-03, 1.619016984E-03,-1.904936740E-03
       437, 5.567001924E-02, 1.627431600E-03,-1.897752983E-03
       438, 5.101854354E-02, 1.630365849E-03,-1.895232825E-03
       439, 4.847577587E-02,-1.630817307E-03,-1.894844347E-03
       440,-1.267098729E-02, 1.631255145E-03,-1.894467394E-03
       441, 2.710811235E-02,-5.030209431E-04,-1.889766776E-03
       442, 6.147688255E-03,-1.646347577E-03,-1.881366479E-03
       443, 3.684975207E-02,-1.647442230E-03,-1.880408032E-03
       444,-8.046873845E-03, 1.649484388E-03,-1.878616866E-03
       445, 2.683261037E-02,-8.563159645E-05,-1.878342940E-03
       446, 4.675865173E-03,-1.658188645E-03,-1.870938460E-03
       447, 3.634730726E-02, 1.658960129E-03,-1.870254404E-03
       448, 2.967536077E-02,-1.660386217E-03,-1.868988387E-03
       449, 1.332479902E-02,-1.660574228E-03,-1.868821331E-03
       450, 6.652686279E-03, 1.661121496E-03,-1.868334948E-03
       451,-3.759740852E-03, 1.664579846E-03,-1.865254366E-03
       452, 3.366643935E-02, 1.668766025E-03,-1.861510100E-03
       453, 9.333447553E-03, 1.669291290E-03,-1.861039083E-03
       454, 5.231836694E-04, 1.669547171E-03,-1.860809512E-03
       455, 3.495657444E-02, 1.674146508E-03,-1.856672694E-03
       456, 8.042872883E-03, 1.674892730E-03,-1.855999581E-03
       457, 4.643268138E-02,-1.676108805E-03,-1.854901435E-03
       458, 5.244135857E-02,-1.679097069E-03,-1.852196758E-03
       459, 3.352302685E-02,-1.679341192E-03,-1.851975452E-03
       460, 9.475645609E-03,-1.679866808E-03,-1.851498615E-03
       461, 2.685170248E-02, 3.560504410E-04,-1.851536799E-03
       462,-9.441514499E-03,-1.680738758E-03,-1.850707224E-03
       463, 1.589973457E-02, 5.382267409E-04,-1.849747146E-03
       464, 1.594753377E-02,-4.883806687E-04,-1.849323628E-03
       465, 3.537528589E-02,-1.683514682E-03,-1.848182408E-03
       466, 7.622815669E-03,-1.683756011E-03,-1.847962500E-03
       467, 2.615830395E-03,-1.685016439E-03,-1.846813364E-03
       468, 3.769752756E-02, 1.686035073E-03,-1.845883438E-03
       469, 1.618338749E-02, 0.000000000E+00,-1.845722320E-03
       470, 5.306215957E-03, 1.686216099E-03,-1.845718129E-03
       471, 1.303352998E-03, 1.686425065E-03,-1.845527091E-03
       472, 4.101281986E-02, 1.694755629E-03,-1.837880118E-03
       473, 3.231796995E-02,-1.698982436E-03,-1.833973452E-03
       474, 1.068182010E-02,-1.699249377E-03,-1.833726186E-03
       475, 3.468017280E-02,-1.699457527E-03,-1.833533286E-03
       476, 8.317753673E-03,-1.700139837E-03,-1.832900569E-03
       477, 5.232999846E-02, 1.703935442E-03,-1.829372603E-03
       478, 2.967568673E-02, 1.704324852E-03,-1.829009852E-03
       479, 1.332447678E-02, 1.704512164E-03,-1.828835229E-03
       480, 1.201904751E-02,-1.705151750E-03,-1.828238834E-03
       481, 3.098091669E-02,-1.705048489E-03,-1.828335226E-03
       482, 2.718811668E-02, 7.673145155E-04,-1.822784077E-03
       483,-9.345129132E-03, 1.712054014E-03,-1.821776852E-03
       484, 4.698211700E-02, 1.713891514E-03,-1.820048317E-03
       485,-2.302772773E-04, 1.716548693E-03,-1.817542478E-03
       486, 5.562967435E-02,-1.722217072E-03,-1.812172239E-03
       487,-1.262998767E-02,-1.722444780E-03,-1.811955823E-03
       488,-1.533033513E-02,-1.724714064E-03,-1.809795969E-03
       489, 5.833032727E-02,-1.724703703E-03,-1.809805748E-03
       490, 5.698785558E-02,-1.733838115E-03,-1.801056671E-03
       491,-1.398800686E-02,-1.734055579E-03,-1.800847356E-03
       492, 1.200190838E-02, 1.735601458E-03,-1.799357589E-03
       493, 3.099807352E-02, 1.735487371E-03,-1.799467602E-03
       494,-1.779690967E-03, 1.739735599E-03,-1.795360702E-03
       495, 2.034008270E-03, 1.742945286E-03,-1.792244962E-03
       496, 3.922186792E-03, 1.744747744E-03,-1.790490234E-03
       497, 3.908247128E-02, 1.746903174E-03,-1.788387308E-03
       498,-4.928226583E-03,-1.750392490E-03,-1.784972264E-03
       499, 4.221969843E-02, 1.754930941E-03,-1.780510531E-03
       500, 2.741380781E-02,-1.010847744E-03,-1.772808842E-03
       501,-1.532013901E-02, 1.763722510E-03,-1.771802199E-03
       502, 5.832014605E-02, 1.763727400E-03,-1.771797310E-03
       503, 4.496880993E-02, 1.765824738E-03,-1.769707073E-03
       504, 5.185544491E-02,-1.767631620E-03,-1.767902286E-03
       505,-8.857070468E-03,-1.768368063E-03,-1.767165610E-03
       506, 1.065256819E-02, 1.768575632E-03,-1.766957925E-03
       507, 3.234736621E-02, 1.768588671E-03,-1.766944886E-03
       508, 5.366632342E-02, 1.775328652E-03,-1.760172774E-03
       509,-1.066900603E-02, 1.776138088E-03,-1.759356004E-03
       510, 4.432711005E-02,-1.776577439E-03,-1.758912345E-03
       511, 2.692419337E-03, 1.778449281E-03,-1.757019665E-03
       512, 4.227617756E-02,-1.792914351E-03,-1.742256572E-03
       513, 1.562395785E-02,-9.961689357E-04,-1.741936896E-03
       514, 2.655721083E-02,-4.837971064E-04,-1.740698121E-03
       515, 5.414048792E-04,-1.797402278E-03,-1.737626269E-03
       516, 5.690556765E-02, 1.797438832E-03,-1.737588434E-03
       517,-1.390639599E-02, 1.798033714E-03,-1.736972830E-03
       518, 4.289372638E-02, 1.799408463E-03,-1.735548722E-03
       519,-6.768820807E-03,-1.800554339E-03,-1.734359888E-03
       520, 4.976706579E-02,-1.800643397E-03,-1.734267455E-03
       521, 1.355497516E-03,-1.805925975E-03,-1.728765899E-03
       522, 2.629336342E-02, 1.912843145E-04,-1.727315714E-03
       523, 4.778010026E-02,-1.811265480E-03,-1.723170746E-03
       524, 4.018943384E-02,-1.815403462E-03,-1.718810643E-03
       525, 1.643013768E-02,-4.667930189E-04,-1.714737155E-03
       526, 1.666179486E-02, 3.644243407E-05,-1.713920967E-03
       527, 1.551194862E-02, 1.107364427E-03,-1.712881029E-03
       528, 5.437200144E-02,-1.821657177E-03,-1.712181373E-03
       529,-1.137162931E-02,-1.822264516E-03,-1.711535035E-03
       530,-3.536772216E-03,-1.822301769E-03,-1.711495337E-03
       531, 5.620659515E-02, 1.822695136E-03,-1.711076475E-03
       532,-1.320877299E-02, 1.824334497E-03,-1.709328382E-03
       533, 1.458704099E-02,-1.567368163E-03,-1.709205564E-03
       534, 3.294717055E-03,-1.828802051E-03,-1.704547787E-03
       535, 1.475026645E-02, 1.498978469E-03,-1.703441842E-03
       536, 1.641646959E-02, 5.205406924E-04,-1.703120535E-03
       537,-9.612028371E-04, 1.830680179E-03,-1.702530542E-03
       538, 5.501059815E-02, 1.836680225E-03,-1.696055871E-03
       539,-1.201250870E-02, 1.838833094E-03,-1.693721628E-03
       540, 2.757958136E-02, 1.222524559E-03,-1.692162128E-03
       541, 4.900104180E-02, 1.847838750E-03,-1.683891984E-03
       542,-8.050387260E-04,-1.856256044E-03,-1.674608444E-03
       543, 2.853200026E-02, 1.687037526E-03,-1.654197113E-03
       544, 4.034924507E-02, 1.879186602E-03,-1.648835372E-03
       545, 3.749879822E-02,-1.883337158E-03,-1.644092728E-03
       546, 2.663123421E-02, 8.023006958E-04,-1.640628674E-03
       547, 5.032216758E-02, 1.889589708E-03,-1.636902802E-03
       548, 3.885628283E-02,-1.890138723E-03,-1.636268804E-03
       549,-2.210481558E-03,-1.892177155E-03,-1.633911161E-03
       550, 2.683647349E-02,-9.345061844E-04,-1.632829895E-03
       551, 4.570754990E-02,-1.893813955E-03,-1.632013707E-03
       552, 4.572883248E-02, 1.897627022E-03,-1.627578400E-03
       553, 3.566267714E-02, 1.898706192E-03,-1.626319368E-03
       554, 4.767986014E-02, 1.899652299E-03,-1.625214121E-03
       555, 7.337888237E-03, 1.900358242E-03,-1.624388620E-03
       556, 5.304294452E-02,-1.902646734E-03,-1.621707575E-03
       557,-1.004276890E-02,-1.904151635E-03,-1.619940391E-03
       558, 2.602834813E-02,-4.126908025E-04,-1.618874725E-03
       559, 2.579871751E-02,-2.677749944E-05,-1.613847329E-03
       560,-2.969244961E-03, 1.910769381E-03,-1.612129156E-03
       561,-8.102462627E-03,-1.911610132E-03,-1.611132058E-03
       562,-4.499289673E-03, 1.911601285E-03,-1.611142536E-03
       563, 5.110133067E-02,-1.912121195E-03,-1.610525534E-03
       564,-7.358230650E-03, 1.914715394E-03,-1.607440528E-03
       565, 1.688609086E-02,-4.033482692E-04,-1.605151803E-03
       566, 3.416993096E-02,-1.918341615E-03,-1.603111159E-03
       567, 8.828529157E-03,-1.919003902E-03,-1.602318371E-03
       568,-5.918919109E-03, 1.919215661E-03,-1.602064585E-03
       569, 4.364417121E-02, 1.920053386E-03,-1.601060620E-03
       570, 1.709934510E-02, 5.317344039E-05,-1.599392970E-03
       571, 2.899999917E-02,-1.924317097E-03,-1.595933572E-03
       572, 1.400000043E-02,-1.924469252E-03,-1.595750102E-03
       573, 3.035543673E-02,-1.927240519E-03,-1.592401997E-03
       574, 1.264473610E-02,-1.927377889E-03,-1.592235640E-03
       575, 3.433306888E-02, 1.929538208E-03,-1.589617110E-03
       576, 8.667245507E-03, 1.929822727E-03,-1.589271589E-03
       577, 3.293956444E-02,-1.934160828E-03,-1.583989244E-03
       578, 1.005980000E-02,-1.934605069E-03,-1.583446632E-03
       579, 1.617933437E-02,-9.541867767E-04,-1.581274322E-03
       580, 4.907729849E-02,-1.938316855E-03,-1.578900730E-03
       581, 2.839679457E-02,-1.705351984E-03,-1.577679883E-03
       582, 4.357924685E-02,-1.939642592E-03,-1.577271847E-03
       583, 1.689050347E-02, 5.099815899E-04,-1.573314425E-03
       584, 1.612194069E-02, 1.006236766E-03,-1.567941043E-03
       585, 3.701400384E-02, 1.947860466E-03,-1.567111816E-03
       586, 4.150921851E-02,-1.949247671E-03,-1.565386076E-03
       587, 5.986415315E-03, 1.950095757E-03,-1.564329490E-03
       588, 5.442676134E-03,-1.953591825E-03,-1.559961238E-03
       589, 5.164572969E-02, 1.953686820E-03,-1.559842261E-03
       590,-8.667926304E-03, 1.957099186E-03,-1.555558643E-03
       591, 3.166712075E-02,-1.960861264E-03,-1.550813788E-03
       592, 1.133290958E-02,-1.961038914E-03,-1.550589106E-03
       593, 2.899999917E-02, 1.961844740E-03,-1.549569424E-03
       594, 1.400000043E-02, 1.961993054E-03,-1.549381646E-03
       595, 4.630840383E-03, 1.962374896E-03,-1.548897941E-03
       596, 3.837265819E-02, 1.962852431E-03,-1.548292697E-03
       597, 3.618139029E-02,-1.963686198E-03,-1.547234948E-03
       598, 6.816396490E-03,-1.964011230E-03,-1.546822605E-03
       599, 2.573884465E-02, 4.109574948E-04,-1.545896521E-03
       600, 3.035450913E-02, 1.965258503E-03,-1.545237610E-03
       601,-6.097785663E-03,-1.965456642E-03,-1.544985455E-03
       602, 1.264565717E-02, 1.965382835E-03,-1.545079285E-03
       603,-1.463732962E-02,-1.975232502E-03,-1.532467548E-03
       604, 5.763731897E-02,-1.975224121E-03,-1.532478374E-03
       605, 3.303566948E-02, 1.978693996E-03,-1.527995337E-03
       606, 9.964355268E-03, 1.979012508E-03,-1.527582877E-03
       607, 1.530418638E-02,-1.444802620E-03,-1.525972970E-03
       608, 4.159118608E-02, 1.982594607E-03,-1.522930805E-03
       609, 5.629910156E-02,-1.985066338E-03,-1.519707846E-03
       610,-1.329929288E-02,-1.985270297E-03,-1.519441255E-03
       611, 2.538815700E-02, 1.354272445E-05,-1.517108758E-03
       612,-1.600000076E-02,-1.992529025E-03,-1.509909867E-03
       613, 5.900000036E-02,-1.992529258E-03,-1.509909751E-03
       614, 4.706476256E-02,-1.993856858E-03,-1.508156070E-03
       615, 5.495867133E-02,-1.995008439E-03,-1.506632427E-03
       616,-1.195912901E-02,-1.995311351E-03,-1.506231143E-03
       617,-9.960503317E-03, 1.997976797E-03,-1.502693747E-03
       618, 5.295832083E-02, 1.997967716E-03,-1.502705854E-03
       619, 1.734516956E-02,-3.469780786E-04,-1.499548904E-03
       620, 2.555401064E-02,-4.197382950E-04,-1.497927238E-03
       621, 2.629963681E-02,-8.885813295E-04,-1.495408593E-03
       622, 2.699875832E-02, 1.213352778E-03,-1.495110337E-03
       623, 3.280123696E-03, 2.004503505E-03,-1.493976451E-03
       624, 4.079550970E-03,-2.005551476E-03,-1.492569456E-03
       625,-1.468576305E-02, 2.008428564E-03,-1.488695736E-03
       626, 5.768467486E-02, 2.008456970E-03,-1.488657203E-03
       627, 1.667998917E-02,-8.431360475E-04,-1.487048459E-03
       628, 1.134628709E-02, 2.011574805E-03,-1.484441687E-03
       629, 3.165360913E-02, 2.011538949E-03,-1.484490116E-03
       630, 1.758189499E-02, 7.888644905E-05,-1.480435836E-03
       631, 4.638462514E-02, 2.015162259E-03,-1.479567843E-03
       632, 2.611472085E-02, 8.354180027E-04,-1.471765107E-03
       633, 2.801992558E-02, 1.656047069E-03,-1.469035982E-03
       634, 2.771769650E-02,-1.538745710E-03,-1.468303264E-03
       635, 1.981695648E-03,-2.024905756E-03,-1.466204878E-03
       636,-1.600000076E-02, 2.031211974E-03,-1.457456034E-03
       637, 5.900000036E-02, 2.031211974E-03,-1.457455801E-03
       638, 1.735518873E-02, 4.895434831E-04,-1.456666156E-03
       639,-4.101365805E-03,-2.043649787E-03,-1.439963817E-03
       640, 5.566598102E-02, 2.044231165E-03,-1.439138316E-03
       641,-1.266740728E-02, 2.046007896E-03,-1.436611172E-03
       642, 4.494801164E-02,-2.049118746E-03,-1.432170393E-03
       643, 3.970890865E-02, 2.054446610E-03,-1.424517133E-03
       644,-2.085564920E-04,-2.055699006E-03,-1.422709087E-03
       645, 1.666953601E-02, 9.570995462E-04,-1.419758541E-03
       646, 2.533017844E-02, 4.998083459E-04,-1.418477274E-03
       647, 5.430139229E-02, 2.060840605E-03,-1.415251172E-03
       648, 5.240980908E-02,-2.061616397E-03,-1.414120896E-03
       649,-1.130314078E-02, 2.062110929E-03,-1.413399586E-03
       650,-9.409955703E-03,-2.062414074E-03,-1.412957092E-03
       651, 2.491016500E-02, 5.807583511E-05,-1.410831930E-03
       652, 1.714924537E-02,-7.443709183E-04,-1.402381808E-03
       653, 6.167090964E-03,-2.071968280E-03,-1.398909371E-03
       654,-5.402443931E-03,-2.072507981E-03,-1.398109715E-03
       655, 2.510371991E-02,-4.013243015E-04,-1.397042768E-03
       656, 4.838975146E-02,-2.073364099E-03,-1.396839856E-03
       657,-4.677262623E-03,-2.073460259E-03,-1.396697015E-03
       658, 3.956402093E-02,-2.073628362E-03,-1.396447304E-03
       659, 1.782572642E-02,-3.107811790E-04,-1.392375911E-03
       660,-2.317039762E-03, 2.076426055E-03,-1.392283943E-03
       661, 2.580182068E-02,-8.224818739E-04,-1.389668440E-03
       662, 4.834083095E-02, 2.082387684E-03,-1.383351511E-03
       663, 4.438181221E-02, 2.082576742E-03,-1.383066759E-03
       664, 1.801649295E-02, 9.344930004E-05,-1.381576410E-03
       665, 4.283195361E-02,-2.084559994E-03,-1.380075817E-03
       666, 1.591248065E-02,-1.339897513E-03,-1.379060443E-03
       667, 3.484309465E-02,-2.087386558E-03,-1.375797088E-03
       668, 8.155291900E-03,-2.088333247E-03,-1.374359592E-03
       669, 5.371465534E-02,-2.089979360E-03,-1.371855033E-03
       670,-1.071480196E-02,-2.090803115E-03,-1.370599261E-03
       671,-1.479631173E-03,-2.091159811E-03,-1.370054786E-03
       672, 4.970104992E-02, 2.091318835E-03,-1.369812060E-03
       673,-7.380260620E-03,-2.092935611E-03,-1.367340796E-03
       674, 5.037894845E-02,-2.093289047E-03,-1.366799464E-03
       675, 2.711752802E-02,-1.406428171E-03,-1.362490002E-03
       676, 9.370078333E-04, 2.096390119E-03,-1.362038194E-03
       677, 4.741780460E-03,-2.096639015E-03,-1.361655071E-03
       678, 2.127011103E-04, 2.099862788E-03,-1.356678433E-03
       679, 3.815383464E-02,-2.101314254E-03,-1.354429289E-03
       680,-3.929606755E-04, 2.104458865E-03,-1.349537983E-03
       681, 1.780127920E-02, 4.840103793E-04,-1.347857178E-03
       682,-2.863686299E-03,-2.111053793E-03,-1.339198090E-03
       683, 2.563298307E-02, 8.496150840E-04,-1.325321267E-03
       684, 2.448033541E-02,-4.566999996E-05,-1.324599492E-03
       685, 2.460531890E-02, 2.667782828E-04,-1.323130447E-03
       686, 1.461214293E-02, 1.898528892E-03,-1.318314462E-03
       687, 1.762421429E-02,-6.584460498E-04,-1.317252871E-03
       688, 1.137044281E-03,-2.125450643E-03,-1.316229347E-03
       689, 2.645879425E-02, 1.200556639E-03,-1.315271831E-03
       690, 4.080677778E-02,-2.127480460E-03,-1.312945853E-03
       691, 1.692460850E-03, 2.128745662E-03,-1.310893684E-03
       692, 2.468149178E-02,-3.875629627E-04,-1.308768289E-03
       693, 1.824052259E-02,-2.826900745E-04,-1.307477825E-03
       694, 3.686404228E-02,-2.131383866E-03,-1.306599588E-03
       695, 8.006445132E-03, 2.131827176E-03,-1.305876300E-03
       696, 3.499546647E-02, 2.132105874E-03,-1.305421116E-03
       697, 1.714880019E-02, 9.048102656E-04,-1.304774545E-03
       698, 1.523267385E-02, 1.674736617E-03,-1.304528560E-03
       699, 1.842723042E-02, 7.892806025E-05,-1.297960989E-03
       700, 2.488562651E-02, 5.456582294E-04,-1.296742703E-03
       701, 3.357126191E-02,-2.137969714E-03,-1.295795431E-03
       702, 9.428373538E-03,-2.138696611E-03,-1.294595073E-03
       703, 2.533388883E-02,-7.702870644E-04,-1.292701345E-03
       704, 4.089266807E-02, 2.141792094E-03,-1.289467677E-03
       705, 2.966855653E-02,-2.142139943E-03,-1.288889442E-03
       706, 1.333156880E-02,-2.142265672E-03,-1.288680709E-03
       707, 2.658036724E-02,-1.281495206E-03,-1.282192534E-03
       708,-5.201878957E-03, 2.147015184E-03,-1.280752011E-03
       709, 4.707846418E-02, 2.148610540E-03,-1.278073993E-03
       710, 3.631152585E-02, 2.150010318E-03,-1.275717630E-03
       711, 1.643277332E-02,-1.236717915E-03,-1.275215996E-03
       712, 6.689215545E-03, 2.151496476E-03,-1.273209695E-03
       713, 2.739797905E-02, 1.591519220E-03,-1.270272071E-03
       714, 5.097654462E-02, 2.154797781E-03,-1.267614425E-03
       715, 3.372657299E-02, 2.155313967E-03,-1.266736421E-03
       716, 9.273556061E-03, 2.155683236E-03,-1.266108127E-03
       717, 2.427415177E-02, 2.638459555E-04,-1.259386656E-03
       718, 1.821696199E-02, 4.702083534E-04,-1.257486176E-03
       719, 2.765578218E-03,-2.162277699E-03,-1.254812814E-03
       720, 2.409125865E-02,-4.763789912E-05,-1.253203722E-03
       721, 3.235411644E-02, 2.163975034E-03,-1.251883339E-03
       722, 4.634507000E-02,-2.164177364E-03,-1.251533395E-03
       723, 1.064599957E-02, 2.164305886E-03,-1.251311391E-03
       724, 5.633818358E-02, 2.166126622E-03,-1.248156768E-03
       725, 3.233779222E-02,-2.166539431E-03,-1.247440232E-03
       726, 1.066227444E-02,-2.166839084E-03,-1.246919623E-03
       727,-1.333811879E-02, 2.168796491E-03,-1.243511913E-03
       728, 5.325200036E-03, 2.170260530E-03,-1.240955084E-03
       729, 3.767808154E-02, 2.170766471E-03,-1.240069512E-03
       730, 2.966737188E-02, 2.171952976E-03,-1.237990567E-03
       731, 1.333273761E-02, 2.172075910E-03,-1.237774617E-03
       732, 3.098336980E-02,-2.174199093E-03,-1.234041410E-03
       733, 1.201672573E-02,-2.174293390E-03,-1.233875402E-03
       734, 2.428299189E-02,-3.760711406E-04,-1.232235343E-03
       735, 1.588468626E-02, 1.489415881E-03,-1.228664652E-03
       736, 1.438300591E-02,-2.040925901E-03,-1.227840316E-03
       737, 1.867703721E-02,-2.599268919E-04,-1.225966611E-03
       738, 1.804770902E-02,-6.317991647E-04,-1.224667416E-03
       739, 1.883704029E-02, 4.625308793E-05,-1.223913161E-03
       740,-7.971575484E-03, 2.180938376E-03,-1.222091494E-03
       741, 4.512802884E-02, 2.181377029E-03,-1.221308485E-03
       742,-3.727341304E-03, 2.183880191E-03,-1.216826611E-03
       743, 2.489761263E-02,-7.291238289E-04,-1.206129207E-03
       744, 4.419226199E-02,-2.190250205E-03,-1.205323264E-03
       745, 1.759595424E-02, 8.574948297E-04,-1.205349341E-03
       746, 5.565640330E-02,-2.191479784E-03,-1.203086344E-03
       747,-1.265698392E-02,-2.191581065E-03,-1.202901709E-03
       748, 1.692452095E-02,-1.123589929E-03,-1.201577950E-03
       749, 2.391599864E-02, 2.446491853E-04,-1.199694350E-03
       750, 4.231931269E-02, 2.194139641E-03,-1.198228332E-03
       751,-1.588170766E-03, 2.196402522E-03,-1.194075332E-03
       752, 1.860751957E-02, 4.240675480E-04,-1.192869386E-03
       753,-1.531216130E-02,-2.197235124E-03,-1.192542491E-03
       754, 5.831215158E-02,-2.197230235E-03,-1.192551572E-03
       755, 2.372559346E-02,-6.214065070E-05,-1.192241558E-03
       756, 3.099815547E-02, 2.197386697E-03,-1.192263328E-03
       757, 1.200195868E-02, 2.197482623E-03,-1.192086609E-03
       758, 5.697979033E-02,-2.198090078E-03,-1.190965879E-03
       759,-1.398001704E-02,-2.198201139E-03,-1.190760988E-03
       760, 4.023131449E-03, 2.205327153E-03,-1.177511062E-03
       761,-6.568200421E-03, 2.205677098E-03,-1.176855178E-03
       762, 2.449660562E-02, 6.201481447E-04,-1.174896257E-03
       763, 3.897925839E-02, 2.206675243E-03,-1.174982754E-03
       764, 5.168187991E-02,-2.207995392E-03,-1.172500080E-03
       765,-8.681786247E-03,-2.208245685E-03,-1.172028715E-03
       766, 5.699669942E-02, 2.208213089E-03,-1.172090066E-03
       767, 2.390805632E-02,-3.515335848E-04,-1.171467826E-03
       768, 2.556859283E-03, 2.209293423E-03,-1.170052332E-03
       769, 5.226850510E-02, 2.211607294E-03,-1.165672787E-03
       770,-9.269267321E-03, 2.211993327E-03,-1.164940186E-03
       771, 4.019805789E-02,-2.212949097E-03,-1.163123641E-03
       772, 1.643198356E-02, 1.343747252E-03,-1.162222470E-03
       773, 1.922637597E-02, 3.262341852E-05,-1.161219086E-03
       774, 2.595810406E-02, 1.177779981E-03,-1.160089974E-03
       775,-1.535027195E-02, 2.216515597E-03,-1.156312414E-03
       776, 5.834931508E-02, 2.216636902E-03,-1.156080049E-03
       777, 1.905525848E-02,-2.821373928E-04,-1.154348603E-03
       778, 1.844895259E-02,-5.960526760E-04,-1.150945085E-03
       779, 2.357885242E-02, 2.234264393E-04,-1.150131109E-03
       780, 2.842765488E-02, 2.029645722E-03,-1.148818643E-03
       781, 1.738543622E-02,-1.009772299E-03,-1.148632960E-03
       782, 2.605605125E-02,-1.223104773E-03,-1.148172305E-03
       783, 2.337414213E-02,-5.879075616E-05,-1.141061774E-03
       784, 5.361627415E-02, 2.225992270E-03,-1.137962332E-03
       785,-1.061781775E-02, 2.226422075E-03,-1.137121231E-03
       786, 1.900612749E-02, 3.720471577E-04,-1.136973617E-03
       787, 2.411761880E-02, 5.437195068E-04,-1.135219005E-03
       788, 4.211469367E-02,-2.228905214E-03,-1.132246107E-03
       789, 2.519484796E-02, 9.463859606E-04,-1.129532466E-03
       790, 2.448952757E-02,-6.971313269E-04,-1.129313372E-03
       791, 4.773743451E-02, 2.230738290E-03,-1.128630596E-03
       792, 5.498144031E-02, 2.234641695E-03,-1.120882109E-03
       793, 1.802794449E-02, 8.107650792E-04,-1.119523193E-03
       794,-1.198291499E-02, 2.235535067E-03,-1.119098975E-03
       795, 5.432979390E-02,-2.237513196E-03,-1.115138992E-03
       796,-1.132996753E-02,-2.237891313E-03,-1.114380080E-03
       797, 4.310197756E-02, 2.237881301E-03,-1.114399871E-03
       798, 2.355358005E-02,-3.690388403E-04,-1.108083059E-03
       799,-6.657636259E-03,-2.242569579E-03,-1.104935072E-03
       800, 2.323365398E-02, 2.097531542E-04,-1.104246243E-03
       801, 1.963903382E-02, 4.292861558E-05,-1.103954855E-03
       802, 4.767698795E-02,-2.243215218E-03,-1.103623654E-03
       803, 2.302751876E-02,-7.303797611E-05,-1.096357475E-03
       804, 3.491904121E-03,-2.247371245E-03,-1.095135580E-03
       805, 1.562089380E-02,-1.683196053E-03,-1.094147563E-03
       806, 1.943526603E-02,-2.921043488E-04,-1.093192725E-03
       807, 3.555329144E-02,-2.249310259E-03,-1.091147773E-03
       808, 7.445352618E-03,-2.250313992E-03,-1.089076279E-03
       809, 2.683608234E-02, 1.534007490E-03,-1.088971505E-03
       810, 4.890249670E-02,-2.251170343E-03,-1.087305020E-03
       811, 1.934592426E-02, 3.557830642E-04,-1.087378245E-03
       812, 1.884644665E-02,-5.648693186E-04,-1.084915712E-03
       813,-3.555817762E-03,-2.254539868E-03,-1.080301125E-03
       814, 2.376849577E-02, 5.269742687E-04,-1.078737900E-03
       815, 2.558021434E-02,-1.136505860E-03,-1.071229577E-03
       816, 4.482628428E-04,-2.259525936E-03,-1.069832826E-03
       817,-8.531638887E-04,-2.260251436E-03,-1.068299287E-03
       818, 1.783466525E-02,-9.442504379E-04,-1.066762838E-03
       819, 2.271542326E-02,-3.375474262E-05,-1.064948039E-03
       820, 5.304238945E-02,-2.262010239E-03,-1.064570388E-03
       821, 1.999252662E-02,-3.103260315E-05,-1.064384007E-03
       822, 1.843215711E-02, 7.453741855E-04,-1.064354787E-03
       823, 2.410119027E-02,-6.667399430E-04,-1.064231736E-03
       824,-1.004217006E-02,-2.262708265E-03,-1.063085510E-03
       825, 2.320204116E-02,-3.530373797E-04,-1.062866766E-03
       826, 2.480551787E-02, 8.976099780E-04,-1.061593532E-03
       827, 4.900763184E-02, 2.264226088E-03,-1.059849048E-03
       828, 2.288820408E-02, 2.334226883E-04,-1.057734480E-03
       829, 1.692938805E-02, 1.258388744E-03,-1.057617483E-03
       830, 1.974129304E-02,-2.821112284E-04,-1.055316883E-03
       831, 4.020938277E-02, 2.267978387E-03,-1.051795552E-03
       832, 5.807084031E-03,-2.270524623E-03,-1.046287944E-03
       833, 4.556907341E-02,-2.271669917E-03,-1.043798868E-03
       834,-4.505211487E-03, 2.271688310E-03,-1.043758937E-03
       835, 3.753881156E-02,-2.272272948E-03,-1.042485470E-03
       836, 1.499200612E-02,-1.932859537E-03,-1.041210024E-03
       837, 2.240562253E-02,-1.511702703E-05,-1.038365415E-03
       838, 2.286708914E-02,-3.110253892E-04,-1.035208232E-03
       839, 1.967043057E-02, 3.894557012E-04,-1.029715990E-03
       840, 2.340783365E-02, 5.064269644E-04,-1.029366395E-03
