nodenumber,    x-coordinate,    y-coordinate,    z-coordinate
       841, 2.024879493E-02,-1.755239500E-04,-1.026338083E-03
       842, 1.996243559E-02, 2.965300810E-04,-1.025913283E-03
       843, 4.960047826E-02,-2.280879067E-03,-1.023518969E-03
       844, 1.881267503E-02, 6.815413362E-04,-1.022743760E-03
       845, 1.926727034E-02,-5.417151842E-04,-1.020725933E-03
       846, 2.002901770E-02,-2.905463334E-04,-1.020645490E-03
       847, 2.862776630E-02,-2.162116813E-03,-1.020297641E-03
       848, 2.055210248E-02,-1.297790004E-05,-1.019348740E-03
       849, 2.372745983E-02,-6.232266314E-04,-1.018617884E-03
       850, 2.209147066E-02,-3.307879160E-05,-1.017019851E-03
       851, 2.256088890E-02, 2.710201952E-04,-1.015701913E-03
       852, 2.032004856E-02, 2.266931842E-04,-1.010390813E-03
       853, 2.255682833E-02,-3.033734101E-04,-1.006142702E-03
       854, 1.739809848E-02, 1.148835756E-03,-1.004891237E-03
       855, 4.586707428E-02, 2.289225580E-03,-1.004711725E-03
       856, 2.176589891E-02,-4.735443144E-05,-1.001971308E-03
       857, 2.099999972E-02, 0.000000000E+00,-1.000000047E-03
       858, 1.615586691E-02,-1.560794073E-03,-9.996381123E-04
       859, 2.118431777E-02,-7.661474228E-06,-9.965792997E-04
       860, 5.033634230E-02, 2.292968798E-03,-9.961397154E-04
       861, 2.144465409E-02,-2.689266330E-05,-9.959847666E-04
       862, 2.223442309E-02, 2.522083523E-04,-9.947748622E-04
       863, 2.427464724E-02, 8.192867972E-04,-9.923062753E-04
       864, 2.512762137E-02,-1.069584629E-03,-9.919711156E-04
       865, 2.558465675E-02, 1.208961243E-03,-9.903858881E-04
       866,-2.186576137E-03,-2.296199556E-03,-9.886698099E-04
       867,-1.402229350E-02, 2.296170918E-03,-9.887362830E-04
       868, 1.825004630E-02,-8.985681343E-04,-9.883240564E-04
       869, 2.223121934E-02,-2.770756546E-04,-9.879190475E-04
       870, 2.045220509E-02,-2.811882587E-04,-9.865743341E-04
       871, 2.193022519E-02, 2.305742528E-04,-9.827673202E-04
       872, 2.307798527E-02, 5.052693887E-04,-9.824077133E-04
       873, 2.073376626E-02,-2.439395757E-04,-9.797589155E-04
       874, 2.799685672E-02,-1.978828106E-03,-9.774172213E-04
       875, 2.070200816E-02, 2.664817439E-04,-9.754493367E-04
       876, 2.338172682E-02,-6.038586143E-04,-9.711848688E-04
       877, 2.161162905E-02, 2.351103467E-04,-9.708337602E-04
       878,-2.909284085E-03, 2.304294147E-03,-9.696540656E-04
       879, 3.295149654E-02,-2.304674126E-03,-9.687501588E-04
       880, 1.917158253E-02, 6.574975559E-04,-9.678049246E-04
       881, 1.004804205E-02,-2.305153292E-03,-9.676096961E-04
       882, 2.101168782E-02, 2.528741898E-04,-9.671937441E-04
       883, 2.103710547E-02,-2.522721770E-04,-9.667259874E-04
       884, 1.592726330E-03,-2.305940492E-03,-9.657318005E-04
       885, 2.129704319E-02, 2.454386849E-04,-9.651338914E-04
       886, 1.957101934E-02,-5.600003060E-04,-9.623482474E-04
       887, 2.192645893E-02,-3.073710250E-04,-9.613434086E-04
       888, 2.161959372E-02,-2.752475848E-04,-9.604064981E-04
       889, 2.131402679E-02,-2.641523897E-04,-9.601514321E-04
       890, 4.345971718E-02,-2.308676019E-03,-9.591742419E-04
       891, 3.564129397E-02, 2.308684401E-03,-9.591541602E-04
       892, 7.360028569E-03, 2.308791969E-03,-9.588951943E-04
       893,-8.411236922E-04, 2.310321433E-03,-9.552039555E-04
       894, 3.034928069E-02,-2.311171032E-03,-9.531467222E-04
       895, 1.265091542E-02,-2.311282558E-03,-9.528762894E-04
       896, 2.471583895E-02,-9.870534996E-04,-9.527716902E-04
       897, 2.899999917E-02,-2.311388496E-03,-9.526188951E-04
       898, 1.400000043E-02,-2.311483491E-03,-9.523888002E-04
       899, 8.668700233E-03, 2.311435761E-03,-9.525047499E-04
       900, 3.433220088E-02, 2.311416203E-03,-9.525516653E-04
       901, 3.424013779E-02,-2.313083503E-03,-9.484958719E-04
       902, 8.758835495E-03,-2.313487232E-03,-9.475110564E-04
       903, 3.305694833E-02, 2.314411569E-03,-9.452507365E-04
       904, 9.943269193E-03, 2.314616460E-03,-9.447486955E-04
       905, 2.303354628E-02,-5.639133742E-04,-9.438633570E-04
       906, 4.378518462E-02, 2.315349644E-03,-9.429508355E-04
       907, 2.274117433E-02, 5.063574063E-04,-9.403369040E-04
       908, 3.884648532E-02,-2.319787396E-03,-9.319796809E-04
       909, 2.737855352E-02,-1.805982320E-03,-9.288531146E-04
       910, 1.952781342E-02, 6.245385739E-04,-9.285781998E-04
       911, 1.990728639E-02,-5.404254189E-04,-9.277777281E-04
       912, 3.699206188E-02, 2.321753651E-03,-9.270707378E-04
       913, 2.396491729E-02, 8.135278476E-04,-9.259034414E-04
       914, 6.009174511E-03, 2.322398359E-03,-9.254543111E-04
       915, 2.631283365E-02, 1.476966194E-03,-9.253312601E-04
       916, 1.864552684E-02,-8.553675725E-04,-9.237873019E-04
       917, 1.667050272E-02,-1.442170120E-03,-9.225041140E-04
       918, 5.173884798E-03,-2.324137604E-03,-9.210777353E-04
       919, 3.169574216E-02, 2.324128756E-03,-9.211002034E-04
       920, 1.130465884E-02, 2.324194182E-03,-9.209348937E-04
       921, 2.779955976E-02, 1.943289069E-03,-9.205633542E-04
       922, 2.022122964E-02,-4.928582930E-04,-9.198341286E-04
       923,-5.959637929E-03,-2.325025853E-03,-9.188334807E-04
       924, 1.783243380E-02, 1.090404694E-03,-9.176229360E-04
       925,-4.260100890E-03,-2.327046124E-03,-9.137045126E-04
       926, 2.271462232E-02,-5.497318925E-04,-9.126241785E-04
       927, 4.149773717E-02, 2.328700852E-03,-9.094792185E-04
       928, 2.241406403E-02, 5.067529273E-04,-9.071879904E-04
       929, 1.986384019E-02, 5.897496012E-04,-9.028619388E-04
       930,-7.988185622E-03,-2.331616823E-03,-9.019770077E-04
       931, 3.034855053E-02, 2.332639648E-03,-8.993287920E-04
       932, 1.265164558E-02, 2.332754666E-03,-8.990306524E-04
       933, 2.899999917E-02, 2.332983073E-03,-8.984376909E-04
       934, 1.400000043E-02, 2.333075739E-03,-8.981970605E-04
       935, 2.431583963E-02,-9.367584717E-04,-8.932629135E-04
       936, 1.902877726E-02,-7.900889032E-04,-8.933467325E-04
       937, 2.239618637E-02,-5.280256737E-04,-8.933729841E-04
       938, 2.019057050E-02, 5.469443277E-04,-8.918351377E-04
       939, 2.209445089E-02, 4.909436102E-04,-8.914805367E-04
       940, 5.103432760E-02,-2.338696504E-03,-8.834582986E-04
       941, 2.055521868E-02,-5.101661081E-04,-8.823754615E-04
       942, 5.765285343E-02, 2.339962637E-03,-8.800993091E-04
       943, 1.715668291E-02,-1.320125186E-03,-8.786938852E-04
       944, 3.166187927E-02,-2.340590814E-03,-8.784272359E-04
       945, 1.133821998E-02,-2.340666717E-03,-8.782253135E-04
       946, 2.051822282E-02, 5.221888423E-04,-8.779751370E-04
       947,-1.195779350E-02,-2.341205953E-03,-8.767862455E-04
       948, 5.495730415E-02,-2.341204323E-03,-8.767910185E-04
       949, 2.177648619E-02, 4.888887634E-04,-8.762886282E-04
       950, 2.454338782E-02, 1.010735752E-03,-8.761124336E-04
       951, 1.494364440E-02, 2.029326977E-03,-8.755284362E-04
       952, 2.208068222E-02,-5.271284608E-04,-8.696785662E-04
       953, 2.083457261E-02, 5.070442567E-04,-8.681233739E-04
       954, 2.146131173E-02, 4.914118326E-04,-8.669154486E-04
       955, 2.086079866E-02,-5.088905455E-04,-8.658906445E-04
       956, 2.362492867E-02, 7.999817026E-04,-8.653680561E-04
       957, 2.197047463E-03,-2.345870482E-03,-8.642289904E-04
       958, 2.114838175E-02, 4.992503673E-04,-8.630613447E-04
       959, 2.681699023E-02,-1.665850752E-03,-8.628971409E-04
       960, 2.176926099E-02,-5.203844630E-04,-8.576776600E-04
       961, 4.140419513E-02,-2.348415321E-03,-8.572893566E-04
       962,-1.466834452E-02,-2.348726848E-03,-8.564359741E-04
       963, 5.766800046E-02,-2.348729875E-03,-8.564277086E-04
       964, 1.824064553E-02, 1.028563245E-03,-8.552207146E-04
       965, 2.393698320E-02,-8.817681228E-04,-8.544786251E-04
       966, 2.116961032E-02,-5.166571354E-04,-8.524300065E-04
       967, 2.145758644E-02,-5.161266308E-04,-8.523885626E-04
       968, 3.629301488E-02,-2.354552737E-03,-8.402867243E-04
       969, 4.824686050E-02, 2.355833072E-03,-8.366903639E-04
       970, 4.698118567E-02,-2.356070792E-03,-8.360203938E-04
       971, 2.590671182E-02, 1.411442179E-03,-8.360602660E-04
       972, 1.561809238E-02, 1.826955355E-03,-8.341732319E-04
       973, 5.429752171E-02, 2.356786048E-03,-8.340023342E-04
       974,-1.129889209E-02, 2.356941579E-03,-8.335623425E-04
       975,-5.874300841E-03, 2.357499907E-03,-8.319822373E-04
       976, 2.628636360E-02,-1.526258304E-03,-8.273379644E-04
       977, 4.662276432E-02, 2.359478734E-03,-8.263536729E-04
       978, 1.863329113E-02, 9.541376494E-04,-8.248239174E-04
       979, 2.326643094E-02, 7.700292626E-04,-8.245907375E-04
       980, 5.157525465E-02, 2.361880150E-03,-8.194646216E-04
       981,-8.576180786E-03, 2.362268046E-03,-8.183454629E-04
       982, 5.630743876E-02,-2.362604020E-03,-8.173751412E-04
       983,-1.600000076E-02,-2.362781437E-03,-8.168623899E-04
       984,-1.330779493E-02,-2.362754196E-03,-8.169411449E-04
       985, 5.900000036E-02,-2.362781437E-03,-8.168620989E-04
       986, 3.339750227E-03, 2.362878062E-03,-8.165825857E-04
       987, 1.761367731E-02,-1.228959765E-03,-8.158420678E-04
       988, 4.692025017E-03, 2.363405656E-03,-8.150541689E-04
       989, 2.528901026E-02, 1.253901981E-03,-8.134539239E-04
       990, 3.831028566E-02, 2.364252228E-03,-8.125953027E-04
       991, 5.566507205E-02, 2.365051536E-03,-8.102664724E-04
       992, 4.313609097E-03,-2.365250140E-03,-8.096860838E-04
       993, 1.937671378E-02,-8.028267766E-04,-8.089687326E-04
       994,-1.266649086E-02, 2.365493216E-03,-8.089757175E-04
       995,-7.237744518E-03, 2.365839668E-03,-8.079618565E-04
       996, 1.617787592E-02, 1.663312549E-03,-8.036218351E-04
       997, 4.481788725E-02,-2.368261572E-03,-8.008350851E-04
       998, 1.900864765E-02, 8.899155073E-04,-7.988697034E-04
       999, 3.813650087E-02,-2.369218739E-03,-7.979990332E-04
      1000, 4.835019633E-02,-2.369206399E-03,-7.980355876E-04
      1001, 5.293626338E-02, 2.370186150E-03,-7.951213629E-04
      1002,-9.937442839E-03, 2.370292787E-03,-7.948029670E-04
      1003, 2.356246300E-02,-8.576697437E-04,-7.946573896E-04
      1004,-1.449006231E-04, 2.371354261E-03,-7.916302420E-04
      1005, 2.292165346E-02, 7.458080072E-04,-7.905415259E-04
      1006, 5.235174298E-02,-2.372566145E-03,-7.879908662E-04
      1007,-9.351530112E-03,-2.372747520E-03,-7.874445873E-04
      1008, 2.490163781E-02, 1.179034472E-03,-7.737134001E-04
      1009, 2.321862057E-02,-8.156818803E-04,-7.705207681E-04
      1010, 3.958049417E-02, 2.378925914E-03,-7.685772725E-04
      1011, 6.604716647E-03,-2.379046287E-03,-7.682046853E-04
      1012, 1.971956529E-02,-7.836741279E-04,-7.647089078E-04
      1013,-5.112404004E-03,-2.380981576E-03,-7.621856057E-04
      1014, 1.670154184E-02, 1.523970393E-03,-7.616282674E-04
      1015, 1.804175600E-02,-1.151873847E-03,-7.587358123E-04
      1016, 2.258884534E-02, 7.328306674E-04,-7.571314927E-04
      1017, 5.701928167E-04, 2.382960403E-03,-7.559757796E-04
      1018, 2.288254164E-02,-7.752499077E-04,-7.556165801E-04
      1019,-1.600000076E-02, 2.383112907E-03,-7.554947515E-04
      1020, 5.900000036E-02, 2.383113140E-03,-7.554944023E-04
      1021, 2.718264423E-02, 1.828426379E-03,-7.497783517E-04
      1022, 1.936762407E-02, 8.606686024E-04,-7.490984281E-04
      1023, 5.368448794E-02,-2.385498257E-03,-7.479288615E-04
      1024,-1.068468858E-02,-2.385897096E-03,-7.466559182E-04
      1025, 4.453191534E-02, 2.386626089E-03,-7.443224895E-04
      1026, 2.226731367E-02, 7.155157509E-04,-7.387397345E-04
      1027, 2.580175176E-02,-1.436943188E-03,-7.367464132E-04
      1028, 2.256365679E-02,-7.523768581E-04,-7.345335907E-04
      1029, 1.273408998E-03, 2.390218666E-03,-7.327038911E-04
      1030,-1.470979769E-02, 2.391149523E-03,-7.296598633E-04
      1031, 3.973659128E-02,-2.391432878E-03,-7.287310436E-04
      1032, 2.004795335E-02,-7.722370210E-04,-7.251583738E-04
      1033, 1.032152213E-03,-2.392786322E-03,-7.242747815E-04
      1034, 1.971092634E-02, 8.232907858E-04,-7.234530058E-04
      1035, 2.003986016E-02, 7.782069151E-04,-7.199104293E-04
      1036, 2.194029279E-02, 7.095197798E-04,-7.186735165E-04
      1037, 2.224193700E-02,-7.383770426E-04,-7.134439074E-04
      1038, 2.036353759E-02, 7.480750792E-04,-7.112012245E-04
      1039,-2.438639931E-04,-2.396825934E-03,-7.107921410E-04
      1040, 2.162407525E-02, 7.065995596E-04,-7.064405363E-04
      1041, 2.037147433E-02,-7.554445183E-04,-7.025019149E-04
      1042,-2.183717908E-03, 2.399328165E-03,-7.022994105E-04
      1043, 2.068348415E-02, 7.293988019E-04,-7.016854943E-04
      1044, 2.131054178E-02, 7.087992853E-04,-6.994846626E-04
      1045, 2.099731751E-02, 7.157998043E-04,-6.984048523E-04
      1046, 2.193147503E-02,-7.298909477E-04,-6.974008866E-04
      1047, 1.844509505E-02,-1.094881678E-03,-6.950750831E-04
      1048, 4.079915583E-02, 2.402327722E-03,-6.919690059E-04
      1049, 2.100290917E-02,-7.236762904E-04,-6.900315057E-04
      1050, 2.162551694E-02,-7.227985188E-04,-6.899045547E-04
      1051, 4.272656888E-02,-2.403399674E-03,-6.882369635E-04
      1052, 2.068851702E-02,-7.423267234E-04,-6.876208354E-04
      1053, 1.718768850E-02, 1.420442248E-03,-6.874640239E-04
      1054, 2.131397463E-02,-7.252893993E-04,-6.823654985E-04
      1055, 2.421842515E-02, 1.084004994E-03,-6.743076374E-04
      1056, 3.489299119E-02,-2.408025088E-03,-6.718747318E-04
      1057,-1.451568096E-03,-2.408501692E-03,-6.701637758E-04
      1058, 8.108214475E-03,-2.408646280E-03,-6.696436321E-04
      1059, 4.963998869E-02, 2.408628818E-03,-6.697069621E-04
      1060,-7.282170001E-03,-2.408709843E-03,-6.694152835E-04
      1061, 1.764182001E-02, 1.309978776E-03,-6.638025516E-04
      1062, 2.916681580E-03,-2.411017427E-03,-6.610558485E-04
      1063, 1.542331185E-02,-1.958092675E-03,-6.587431999E-04
      1064, 2.536231838E-02,-1.361263683E-03,-6.564190844E-04
      1065, 4.274411872E-02, 2.413390204E-03,-6.523401826E-04
      1066, 4.745152965E-02, 2.414238639E-03,-6.491933600E-04
      1067,-3.389498219E-03, 2.414784860E-03,-6.471584202E-04
      1068, 3.353993595E-02,-2.415566705E-03,-6.442341255E-04
      1069, 9.458859451E-03,-2.416001866E-03,-6.426004111E-04
      1070, 1.882763579E-02,-1.045778277E-03,-6.406645407E-04
      1071, 2.381132729E-02, 1.024393714E-03,-6.390357739E-04
      1072, 2.492438629E-02,-1.270994544E-03,-6.219901843E-04
      1073, 2.658522129E-02, 1.707357354E-03,-6.130568800E-04
      1074, 3.689400107E-02,-2.424228005E-03,-6.108343950E-04
      1075, 5.707466975E-02, 2.425238257E-03,-6.068108487E-04
      1076, 4.066334665E-02,-2.425497863E-03,-6.057720166E-04
      1077, 8.038006723E-03, 2.425979357E-03,-6.038415013E-04
      1078, 3.496348485E-02, 2.426153515E-03,-6.031407393E-04
      1079, 1.806459762E-02, 1.235586707E-03,-6.019840948E-04
      1080, 2.455703728E-02, 1.199326827E-03,-5.982591538E-04
      1081, 2.966740169E-02,-2.427444560E-03,-5.979234702E-04
      1082, 1.333281118E-02,-2.427487867E-03,-5.977477413E-04
      1083, 2.451499365E-02,-1.190852607E-03,-5.969040212E-04
      1084, 4.621767625E-02,-2.428395906E-03,-5.940478295E-04
      1085, 1.919477247E-02,-1.004759106E-03,-5.925422884E-04
      1086, 1.587275974E-02,-1.841488294E-03,-5.917685339E-04
      1087, 1.962028211E-03, 2.429593587E-03,-5.891311448E-04
      1088, 6.703750230E-03, 2.431348199E-03,-5.818473874E-04
      1089, 2.412656508E-02,-1.118088257E-03,-5.815367331E-04
      1090, 3.629792854E-02, 2.431656001E-03,-5.805597175E-04
      1091, 1.640726998E-02,-1.687866054E-03,-5.759425694E-04
      1092, 2.345366962E-02, 1.000261749E-03,-5.746682291E-04
      1093, 1.445608865E-02,-2.288968069E-03,-5.717688473E-04
      1094, 2.375009097E-02,-1.054038177E-03,-5.687223747E-04
      1095, 1.883842982E-02, 1.086408272E-03,-5.650047096E-04
      1096, 1.061377767E-02, 2.436034614E-03,-5.619030562E-04
      1097, 3.238656372E-02, 2.436023904E-03,-5.619493313E-04
      1098, 3.230462968E-02,-2.436058363E-03,-5.618000287E-04
      1099, 1.069532894E-02,-2.436399460E-03,-5.603188183E-04
      1100, 4.408371821E-02,-2.436829498E-03,-5.584455794E-04
      1101, 1.846202277E-02, 1.168510877E-03,-5.549567868E-04
      1102, 3.371535614E-02, 2.438722411E-03,-5.501210690E-04
      1103, 9.284972213E-03, 2.438883996E-03,-5.494041834E-04
      1104, 1.689198613E-02,-1.559953555E-03,-5.483323475E-04
      1105, 1.954365708E-02,-9.740862879E-04,-5.466314033E-04
      1106, 2.275896259E-02, 9.197191685E-04,-5.463716807E-04
      1107,-4.084470682E-03, 2.439771313E-03,-5.454503116E-04
      1108, 2.310370095E-02, 9.647632251E-04,-5.444984999E-04
      1109, 5.035310611E-02,-2.440493554E-03,-5.422093673E-04
      1110, 2.966689877E-02, 2.440695185E-03,-5.413006875E-04
      1111, 1.333332527E-02, 2.440733602E-03,-5.411275197E-04
      1112, 3.629327752E-03,-2.441450721E-03,-5.378831993E-04
      1113, 2.560458705E-02, 1.472609816E-03,-5.372187006E-04
      1114, 2.340158075E-02,-1.012817142E-03,-5.369231221E-04
      1115, 3.102893010E-02, 2.441881457E-03,-5.359241623E-04
      1116,-2.978773555E-03,-2.441928256E-03,-5.357105983E-04
      1117, 5.422719289E-03, 2.441940596E-03,-5.356545444E-04
      1118, 1.197133400E-02, 2.441955265E-03,-5.355877802E-04
      1119, 3.757897019E-02, 2.442243276E-03,-5.342727527E-04
      1120, 2.243150212E-02, 8.964096778E-04,-5.282763159E-04
      1121, 2.829378843E-02, 2.231656341E-03,-5.276071606E-04
      1122, 3.096902370E-02,-2.443847945E-03,-5.268843379E-04
      1123, 1.203108113E-02,-2.443895675E-03,-5.266630324E-04
      1124, 1.920201816E-02, 1.040496980E-03,-5.248235539E-04
      1125, 1.987961493E-02,-9.416856337E-04,-5.219928571E-04
      1126, 2.306861989E-02,-9.735696367E-04,-5.197353312E-04
      1127, 2.271724679E-02,-9.354251088E-04,-5.105010350E-04
      1128, 4.528304562E-02, 2.447455423E-03,-5.098644760E-04
      1129, 2.210564539E-02, 8.824461256E-04,-5.082708667E-04
      1130, 2.610425092E-02, 1.612978405E-03,-5.033743801E-04
      1131, 1.736314967E-02,-1.451093471E-03,-4.999059602E-04
      1132, 5.094264075E-02, 2.449980471E-03,-4.975895281E-04
      1133, 5.640246719E-02, 2.450243570E-03,-4.962929524E-04
      1134, 2.178778686E-02, 8.737273165E-04,-4.942324013E-04
      1135, 1.988188736E-02, 9.563391213E-04,-4.940968356E-04
      1136, 1.955004036E-02, 1.002504607E-03,-4.906845861E-04
      1137, 2.020822652E-02, 9.226670954E-04,-4.899072810E-04
      1138, 2.020672336E-02,-9.247704293E-04,-4.862032947E-04
      1139, 2.147238702E-02, 8.707726374E-04,-4.847869859E-04
      1140, 2.240927890E-02,-9.192368598E-04,-4.837576125E-04
      1141, 2.209703252E-02,-8.957475075E-04,-4.834198626E-04
      1142, 2.052899264E-02, 8.991727373E-04,-4.833517305E-04
      1143, 2.084521018E-02, 8.817712660E-04,-4.820670001E-04
      1144, 5.562725663E-02,-2.453304594E-03,-4.809334059E-04
      1145,-1.262764167E-02,-2.453333698E-03,-4.807847145E-04
      1146, 2.115881629E-02, 8.735923911E-04,-4.802924232E-04
      1147, 2.083811350E-02,-8.851009770E-04,-4.765000776E-04
      1148, 2.052591555E-02,-9.039496654E-04,-4.747718340E-04
      1149, 2.178028412E-02,-8.847363060E-04,-4.737011914E-04
      1150, 2.833532915E-02,-2.257429296E-03,-4.672548675E-04
      1151, 2.115197666E-02,-8.808036800E-04,-4.671315546E-04
      1152,-1.341632474E-02, 2.456224989E-03,-4.657885002E-04
      1153,-5.013075657E-03, 2.456611954E-03,-4.637425882E-04
      1154, 1.780810766E-02,-1.353863045E-03,-4.622171982E-04
      1155, 5.700225756E-02,-2.457029186E-03,-4.615271173E-04
      1156,-1.400272828E-02,-2.457075752E-03,-4.612796765E-04
      1157, 4.902184382E-02,-2.457290422E-03,-4.601339460E-04
      1158, 5.362943932E-02, 2.457359107E-03,-4.597670340E-04
      1159, 2.146513388E-02,-8.846006240E-04,-4.588996526E-04
      1160,-1.063027419E-02, 2.457562834E-03,-4.586767463E-04
      1161, 5.497752130E-02, 2.458505798E-03,-4.535956250E-04
      1162,-1.197860669E-02, 2.458681120E-03,-4.526449193E-04
      1163, 4.031677730E-03, 2.459057141E-03,-4.505972029E-04
      1164, 2.649733052E-02,-1.733518438E-03,-4.497437621E-04
      1165, 3.897021711E-02, 2.459559590E-03,-4.478467745E-04
      1166, 4.208539426E-02, 2.459731186E-03,-4.469031992E-04
      1167,-6.555679720E-03, 2.459883923E-03,-4.460619239E-04
      1168, 5.169740692E-02,-2.460641554E-03,-4.418632307E-04
      1169,-3.819612786E-03,-2.460997552E-03,-4.398757010E-04
      1170, 2.762569115E-02,-2.054084325E-03,-4.399578320E-04
      1171,-8.698171005E-03,-2.461093245E-03,-4.393410054E-04
      1172,-1.532091200E-02,-2.461310709E-03,-4.381198960E-04
      1173, 5.832091346E-02,-2.461310942E-03,-4.381197214E-04
      1174,-1.536510885E-02, 2.461750759E-03,-4.356409190E-04
      1175, 5.225725099E-02, 2.461930271E-03,-4.346254573E-04
      1176,-9.258343838E-03, 2.462093253E-03,-4.337017599E-04
      1177, 2.520065941E-02, 1.411065808E-03,-4.291698278E-04
      1178, 5.296625569E-02,-2.463057172E-03,-4.281930742E-04
      1179,-7.915544324E-03, 2.463125158E-03,-4.278020642E-04
      1180, 4.763473570E-02,-2.463260200E-03,-4.270238278E-04
      1181,-9.964917786E-03,-2.463388722E-03,-4.262816801E-04
      1182, 4.321180284E-02, 2.464252757E-03,-4.212580097E-04
      1183, 5.430091918E-02,-2.464291174E-03,-4.210336774E-04
      1184,-1.130146720E-02,-2.464425750E-03,-4.202452546E-04
      1185, 4.892960936E-02, 2.464649267E-03,-4.189313913E-04
      1186, 1.822546497E-02,-1.276168856E-03,-4.111819435E-04
      1187, 4.202844575E-02,-2.468105173E-03,-3.980667971E-04
      1188, 4.012715071E-02, 2.468398074E-03,-3.962460323E-04
      1189, 2.703812718E-02,-1.895448659E-03,-3.956586879E-04
      1190, 5.675927736E-03,-2.469312632E-03,-3.905059712E-04
      1191, 1.615692279E-03,-2.469985047E-03,-3.862295998E-04
      1192, 1.460564137E-02, 2.280919580E-03,-3.859979624E-04
      1193,-4.444765393E-03,-2.470083535E-03,-3.855995019E-04
      1194, 2.602172270E-02,-1.625043573E-03,-3.804938460E-04
      1195, 1.589013264E-02, 1.892111497E-03,-3.766039445E-04
      1196, 3.558608145E-02,-2.472308930E-03,-3.710643214E-04
      1197, 1.643302292E-02, 1.737893326E-03,-3.676026536E-04
      1198, 7.427509408E-03,-2.473056782E-03,-3.660464427E-04
      1199, 1.861890778E-02,-1.209751237E-03,-3.659611975E-04
      1200,-6.557372399E-03,-2.473428613E-03,-3.635255562E-04
      1201, 4.313961545E-04,-2.474189037E-03,-3.583137295E-04
      1202, 4.545204714E-02,-2.474392066E-03,-3.569089458E-04
      1203, 2.716865391E-03, 2.474793931E-03,-3.541120095E-04
      1204, 3.762387112E-02,-2.476010704E-03,-3.455012920E-04
      1205, 2.477090433E-02, 1.339848619E-03,-3.431550867E-04
      1206,-2.827335149E-03, 2.477257978E-03,-3.364410077E-04
      1207, 1.739764214E-02, 1.490157563E-03,-3.307528386E-04
      1208,-1.382592483E-03, 2.478043316E-03,-3.306067083E-04
      1209, 5.824014172E-02, 2.478183014E-03,-3.295581846E-04
      1210, 2.438670956E-02, 1.266027684E-03,-3.270544112E-04
      1211, 1.693922654E-02, 1.608355669E-03,-3.269867157E-04
      1212, 1.898962259E-02,-1.154585043E-03,-3.233429161E-04
      1213, 5.752100050E-02, 2.479727846E-03,-3.177255276E-04
      1214, 2.401065081E-02, 1.199405408E-03,-3.156617749E-04
      1215, 4.604510590E-02, 2.481225878E-03,-3.058082075E-04
      1216, 2.758818306E-02, 2.069027163E-03,-2.954677329E-04
      1217, 1.503702626E-02,-2.162007615E-03,-2.934153890E-04
      1218, 1.935102791E-02,-1.105381059E-03,-2.922913700E-04
      1219,-8.421436069E-04,-2.483085264E-03,-2.903235727E-04
      1220, 1.784528606E-02, 1.392453210E-03,-2.896790975E-04
      1221, 2.553444915E-02,-1.524069114E-03,-2.879835956E-04
      1222, 1.969248615E-02,-1.064406009E-03,-2.703960345E-04
      1223, 1.864077896E-02, 1.230901689E-03,-2.685458749E-04
      1224, 2.364177071E-02, 1.150990254E-03,-2.646394714E-04
      1225, 1.529366523E-02, 2.088457812E-03,-2.600543958E-04
      1226,-5.758785643E-03,-2.486571437E-03,-2.587708295E-04
      1227, 3.424259275E-02,-2.486949088E-03,-2.551165235E-04
      1228, 1.825949736E-02, 1.309483545E-03,-2.536091488E-04
      1229, 8.756381460E-03,-2.487116959E-03,-2.534743107E-04
      1230, 1.901104301E-02, 1.169106108E-03,-2.497939859E-04
      1231, 2.513226494E-02,-1.438309206E-03,-2.495137451E-04
      1232, 2.328719944E-02, 1.103250775E-03,-2.487309393E-04
      1233, 2.002602257E-02,-1.033618348E-03,-2.416496136E-04
      1234, 4.336608574E-02,-2.488374012E-03,-2.408203873E-04
      1235, 2.470322512E-02,-1.348188845E-03,-2.396718046E-04
      1236, 2.430873178E-02,-1.270774403E-03,-2.391099551E-04
      1237, 4.137715325E-02, 2.488553058E-03,-2.389632864E-04
      1238, 2.394757420E-02,-1.206426532E-03,-2.377350465E-04
      1239,-5.275415606E-04, 2.488672268E-03,-2.377187047E-04
      1240, 2.357902937E-02,-1.147446106E-03,-2.369598660E-04
      1241, 2.003677376E-02, 1.033619395E-03,-2.369570284E-04
      1242, 1.970727369E-02, 1.070660888E-03,-2.363041713E-04
      1243,-2.135316376E-03,-2.488921164E-03,-2.350999857E-04
      1244, 4.819061235E-02, 2.489104634E-03,-2.331480937E-04
      1245, 2.034749277E-02,-1.006792649E-03,-2.329928684E-04
      1246, 2.036045492E-02, 1.006026636E-03,-2.319689520E-04
      1247, 7.384865079E-03, 2.489368198E-03,-2.303181536E-04
      1248, 1.400000043E-02,-2.489416860E-03,-2.297910978E-04
      1249, 2.899999917E-02,-2.489406383E-03,-2.299037005E-04
      1250, 3.561667725E-02, 2.489475068E-03,-2.291595592E-04
      1251, 2.100312710E-02, 9.733968764E-04,-2.287755487E-04
      1252, 3.034330346E-02,-2.489623846E-03,-2.275364532E-04
      1253, 1.265701745E-02,-2.489639446E-03,-2.273661812E-04
      1254, 2.131788246E-02, 9.698149515E-04,-2.260964538E-04
      1255, 1.937125809E-02, 1.117835985E-03,-2.261978516E-04
