xcoord,ycoord,eig1,eig2,eig3,eig4,eig5,eig6
0.0,0.0,-0.01666666666666659,0.014957717857986453,-0.020066727871583128,-0.040581163126866375,0.0,0.37055675277231265
0.01694915254237288,0.0,-0.016666666666666708,0.004009675093569574,-0.029998961743786776,0.03290597172255249,0.0,0.0
0.03389830508474576,0.0,-0.016666666666666736,0.0033792737221847407,-0.0305975042688595,0.03629162596846789,0.0,0.0
0.05084745762711865,0.0,-0.016666666666666764,0.0031863990797219807,-0.03092783805715384,0.037600552394296785,0.0,0.0
0.06779661016949153,0.0,-0.016666666666666725,0.003102903375777147,-0.031190541830656678,0.038584056339865475,0.0,0.0
0.0847457627118644,0.0,-0.016666666666666736,0.0030670789344593562,-0.03140508140584468,0.03941622317238536,0.0,0.0
0.1016949152542373,0.0,-0.016666666666666732,0.0030488384560586885,-0.03158426819791272,0.04011745388270861,0.0,0.0
0.11864406779661017,0.0,-0.01666666666666677,0.0030398439226943207,-0.03172335106984828,0.04067416785654296,0.0,0.0
0.13559322033898305,0.0,-0.01666666666666674,0.0030321995769706355,-0.03184062231609005,0.041132207125676695,0.0,0.0
0.15254237288135594,0.0,-0.01666666666666671,0.0030341591847376334,-0.03191122991359969,0.04144444194506229,0.0,0.0
0.1694915254237288,0.0,-0.016666666666666722,0.0030340244202437,-0.03197884664445442,0.04171666194889312,0.0,0.0
0.1864406779661017,0.0,-0.01666666666666676,0.0030388822457684843,-0.03202478639654578,0.04191673639288772,0.0,0.0
0.2033898305084746,0.0,-0.016666666666666743,0.003045278983540119,-0.03205928496040602,0.04207423185407591,0.0,0.0
0.22033898305084745,0.0,-0.016666666666666767,0.003053576281224043,-0.03208118285178319,0.04219000595904748,0.0,0.0
0.23728813559322035,0.0,-0.01666666666666673,0.0030556025789298504,-0.03210656342233308,0.04230311449108477,0.0,0.0
0.2542372881355932,0.0,-0.01666666666666673,0.0030599654390299266,-0.03211604485622076,0.04237805915207163,0.0,0.0
0.2711864406779661,0.0,-0.016666666666666715,0.0030574599811427515,-0.03213327868126062,0.04246751871399106,0.0,0.0
0.288135593220339,0.0,-0.016666666666666757,0.003054549438464586,-0.03213710861972451,0.04252806189334503,0.0,0.0
0.3050847457627119,0.0,-0.016666666666666767,0.003046142631609311,-0.03214118580664621,0.04259162520087374,0.0,0.0
0.3220338983050847,0.0,-0.016666666666666725,0.003031449660379141,-0.032148428566982835,0.04266755369366949,0.0,0.0
0.3389830508474576,0.0,-0.016666666666666767,0.003013704794868515,-0.03214658730089341,0.04273000838248783,0.0,0.0
0.3559322033898305,0.0,-0.0166666666666667,0.0029931156026919343,-0.032142230552456935,0.04279994859776438,0.0,0.0
0.3728813559322034,0.0,-0.01666666666666673,0.002968477033212859,-0.03213351829308733,0.042871621512631714,0.0,0.0
0.3898305084745763,0.0,-0.01666666666666675,0.002940648235244199,-0.032121086150093264,0.04294884290557664,0.0,0.0
0.4067796610169492,0.0,-0.016666666666666736,0.0029112150188238734,-0.03210380534568516,0.04303070533546536,0.0,0.0
0.423728813559322,0.0,-0.01666666666666671,0.002880420208278934,-0.03208153487184931,0.0431142904367329,0.0,0.0
0.4406779661016949,0.0,-0.016666666666666795,0.0028510388893130604,-0.03204951754568771,0.04318826599769809,0.0,0.0
0.4576271186440678,0.0,-0.016666666666666746,0.0028218554648616937,-0.03201452783623803,0.04326373971743197,0.0,0.0
0.4745762711864407,0.0,-0.01666666666666676,0.0027888062957479717,-0.03198792095452419,0.04336053129624399,0.0,0.0
0.4915254237288136,0.0,-0.01666666666666675,0.0027603735573028493,-0.03194903345277067,0.0434296823075758,0.0,0.0
0.5084745762711864,0.0,-0.016666666666666753,0.0027342460513945076,-0.031904264363239405,0.04348578537958856,0.0,0.0
0.5254237288135594,0.0,-0.01666666666666677,0.0027100171958048353,-0.03186050576271661,0.043536086249427036,0.0,0.0
0.5423728813559322,0.0,-0.01666666666666675,0.002684952506820255,-0.03181796292520089,0.04357879572265877,0.0,0.0
0.559322033898305,0.0,-0.016666666666666722,0.0026598071077810473,-0.031781102414772,0.04362403312748963,0.0,0.0
0.576271186440678,0.0,-0.016666666666666764,0.0026377285765681333,-0.031738682270348526,0.04364771297624475,0.0,0.0
0.5932203389830508,0.0,-0.016666666666666725,0.0026164112439179786,-0.031696365945174276,0.043662255238188785,0.0,0.0
0.6101694915254238,0.0,-0.016666666666666743,0.0025953055661245093,-0.03165457127025461,0.043669132674487354,0.0,0.0
